GTFS route_id,GTFS direction_id,Year,Day Type,Boardings
354,1,Weekday,FY2018,322.1
411,1,Weekday,FY2018,655.9
424,1,Weekday,FY2018,167.7
426,1,Weekday,FY2018,862.6
428,1,Weekday,FY2018,80.6
429,1,Weekday,FY2018,641.5
430,1,Weekday,FY2018,453.5
434,1,Weekday,FY2018,21.7
435,1,Weekday,FY2018,335
436,1,Weekday,FY2018,306.1
439,1,Weekday,FY2018,41.6
441,1,Weekday,FY2018,728.4
442,1,Weekday,FY2018,949.1
448,1,Weekday,FY2018,70.7
449,1,Weekday,FY2018,94.6
450,1,Weekday,FY2018,696
451,1,Weekday,FY2018,52.9
455,1,Weekday,FY2018,1298.1
456,1,Weekday,FY2018,101.8
459,1,Weekday,FY2018,489
465,1,Weekday,FY2018,156.6
501,1,Weekday,FY2018,862.5
502,1,Weekday,FY2018,524
503,1,Weekday,FY2018,217.1
504,1,Weekday,FY2018,811.4
505,1,Weekday,FY2018,473.3
553,1,Weekday,FY2018,377.3
554,1,Weekday,FY2018,310
556,1,Weekday,FY2018,269.4
558,1,Weekday,FY2018,191.5
701,1,Weekday,FY2018,975.9
708,1,Weekday,FY2018,557.6
741,1,Weekday,FY2018,4023.4
742,1,Weekday,FY2018,3255.4
746,1,Weekday,FY2018,1300.6
747,1,Weekday,FY2018,1131.2
749,1,Weekday,FY2018,5267.6
751,1,Weekday,FY2018,3022.9
712,1,Weekday,FY2018,846.6
713,1,Weekday,FY2018,505.7
1,0,Weekday,FY2018,6112.9
4,0,Weekday,FY2018,138
5,0,Weekday,FY2018,51.7
7,0,Weekday,FY2018,1973.5
8,0,Weekday,FY2018,1641.2
9,0,Weekday,FY2018,3179.5
10,0,Weekday,FY2018,1483.4
11,0,Weekday,FY2018,992.5
14,0,Weekday,FY2018,650.7
15,0,Weekday,FY2018,2785.1
16,0,Weekday,FY2018,3021.3
17,0,Weekday,FY2018,1506.2
18,0,Weekday,FY2018,222.4
19,0,Weekday,FY2018,1616.8
21,0,Weekday,FY2018,2119.4
22,0,Weekday,FY2018,4026.9
23,0,Weekday,FY2018,5935.9
24,0,Weekday,FY2018,959.2
26,0,Weekday,FY2018,495.3
27,0,Weekday,FY2018,381.8
28,0,Weekday,FY2018,6491.5
29,0,Weekday,FY2018,1150.2
30,0,Weekday,FY2018,1090.7
31,0,Weekday,FY2018,3106.3
32,0,Weekday,FY2018,5386
33,0,Weekday,FY2018,694.8
34,0,Weekday,FY2018,1667.1
34E,0,Weekday,FY2018,1747.3
35,0,Weekday,FY2018,1177.7
36,0,Weekday,FY2018,1547.5
37,0,Weekday,FY2018,665
38,0,Weekday,FY2018,407.7
39,0,Weekday,FY2018,5621.3
40,0,Weekday,FY2018,713.4
41,0,Weekday,FY2018,1046.2
42,0,Weekday,FY2018,1318.9
43,0,Weekday,FY2018,383.5
44,0,Weekday,FY2018,1660.7
45,0,Weekday,FY2018,1524.2
47,0,Weekday,FY2018,2464
50,0,Weekday,FY2018,559.2
51,0,Weekday,FY2018,732.9
52,0,Weekday,FY2018,276.5
55,0,Weekday,FY2018,275.6
57,0,Weekday,FY2018,4490.8
57A,0,Weekday,FY2018,843.2
59,0,Weekday,FY2018,597.6
60,0,Weekday,FY2018,741.3
62,0,Weekday,FY2018,677.9
64,0,Weekday,FY2018,737.3
65,0,Weekday,FY2018,1142.4
66,0,Weekday,FY2018,6243.4
67,0,Weekday,FY2018,311.4
68,0,Weekday,FY2018,178.3
69,0,Weekday,FY2018,1256.8
70,0,Weekday,FY2018,2539.1
70A,0,Weekday,FY2018,1026.8
71,0,Weekday,FY2018,2464
72,0,Weekday,FY2018,444.4
73,0,Weekday,FY2018,3246
74,0,Weekday,FY2018,413.8
75,0,Weekday,FY2018,230.2
76,0,Weekday,FY2018,513
77,0,Weekday,FY2018,3467.2
78,0,Weekday,FY2018,733.3
79,0,Weekday,FY2018,524.7
80,0,Weekday,FY2018,996.7
83,0,Weekday,FY2018,862.5
84,0,Weekday,FY2018,164.8
85,0,Weekday,FY2018,282.3
86,0,Weekday,FY2018,3103.8
87,0,Weekday,FY2018,1800
88,0,Weekday,FY2018,1949.5
89,0,Weekday,FY2018,1636.7
90,0,Weekday,FY2018,466.7
91,0,Weekday,FY2018,840.3
92,0,Weekday,FY2018,596.6
93,0,Weekday,FY2018,2504.1
94,0,Weekday,FY2018,804.3
95,0,Weekday,FY2018,762.1
96,0,Weekday,FY2018,1049.9
97,0,Weekday,FY2018,508.7
99,0,Weekday,FY2018,821.5
100,0,Weekday,FY2018,358.7
101,0,Weekday,FY2018,2092.5
104,0,Weekday,FY2018,2036.1
105,0,Weekday,FY2018,575.4
106,0,Weekday,FY2018,1487.2
108,0,Weekday,FY2018,1573.4
109,0,Weekday,FY2018,1620
110,0,Weekday,FY2018,1689.8
111,0,Weekday,FY2018,6083.5
112,0,Weekday,FY2018,752.2
114,0,Weekday,FY2018,214.3
116,0,Weekday,FY2018,2976
117,0,Weekday,FY2018,2717.5
119,0,Weekday,FY2018,335.8
120,0,Weekday,FY2018,1360.2
121,0,Weekday,FY2018,213.7
131,0,Weekday,FY2018,338.9
132,0,Weekday,FY2018,486.5
134,0,Weekday,FY2018,877.3
136,0,Weekday,FY2018,416.7
137,0,Weekday,FY2018,517
170,0,Weekday,FY2018,53.4
171,0,Weekday,FY2018,36.1
195,0,Weekday,FY2018,0
201,0,Weekday,FY2018,312.4
202,0,Weekday,FY2018,222.1
210,0,Weekday,FY2018,371.4
211,0,Weekday,FY2018,398.8
212,0,Weekday,FY2018,101.4
214,0,Weekday,FY2018,695.6
215,0,Weekday,FY2018,761.5
216,0,Weekday,FY2018,680.8
217,0,Weekday,FY2018,104.1
220,0,Weekday,FY2018,791.4
221,0,Weekday,FY2018,49.8
222,0,Weekday,FY2018,845.4
225,0,Weekday,FY2018,1560.5
230,0,Weekday,FY2018,825.3
236,0,Weekday,FY2018,298.1
238,0,Weekday,FY2018,887.5
240,0,Weekday,FY2018,1250
245,0,Weekday,FY2018,219.1
325,0,Weekday,FY2018,170.1
326,0,Weekday,FY2018,226.6
350,0,Weekday,FY2018,911.5
351,0,Weekday,FY2018,85.7
352,0,Weekday,FY2018,174.8
354,0,Weekday,FY2018,320.7
411,0,Weekday,FY2018,586.9
424,0,Weekday,FY2018,88.6
426,0,Weekday,FY2018,945.9
428,0,Weekday,FY2018,92.2
429,0,Weekday,FY2018,787.7
430,0,Weekday,FY2018,570
434,0,Weekday,FY2018,20.4
435,0,Weekday,FY2018,373.6
436,0,Weekday,FY2018,357.8
439,0,Weekday,FY2018,64.4
441,0,Weekday,FY2018,609.9
442,0,Weekday,FY2018,1188.7
448,0,Weekday,FY2018,77
449,0,Weekday,FY2018,71.9
450,0,Weekday,FY2018,784.8
451,0,Weekday,FY2018,81.3
455,0,Weekday,FY2018,975
456,0,Weekday,FY2018,148.2
459,0,Weekday,FY2018,418.3
465,0,Weekday,FY2018,147.6
501,0,Weekday,FY2018,795.1
502,0,Weekday,FY2018,432.1
503,0,Weekday,FY2018,177.8
504,0,Weekday,FY2018,670.7
505,0,Weekday,FY2018,415.1
553,0,Weekday,FY2018,421.9
554,0,Weekday,FY2018,333.7
556,0,Weekday,FY2018,198.8
558,0,Weekday,FY2018,206.9
701,0,Weekday,FY2018,1018.3
708,0,Weekday,FY2018,724.1
741,0,Weekday,FY2018,4110.1
742,0,Weekday,FY2018,3167.8
746,0,Weekday,FY2018,1694.1
747,0,Weekday,FY2018,1128
749,0,Weekday,FY2018,4999.2
751,0,Weekday,FY2018,2775.4
712,0,Weekday,FY2018,683
713,0,Weekday,FY2018,644.6
1,1,Saturday,FY2018,4763.6
4,1,Saturday,FY2018,0
5,1,Saturday,FY2018,32.9
7,1,Saturday,FY2018,244.8
8,1,Saturday,FY2018,590.4
9,1,Saturday,FY2018,1147.4
10,1,Saturday,FY2018,820
11,1,Saturday,FY2018,717
14,1,Saturday,FY2018,438.3
15,1,Saturday,FY2018,1853.7
16,1,Saturday,FY2018,1262.4
17,1,Saturday,FY2018,796.6
18,1,Saturday,FY2018,89.4
19,1,Saturday,FY2018,0
21,1,Saturday,FY2018,665.9
22,1,Saturday,FY2018,2700.4
23,1,Saturday,FY2018,3174.5
24,1,Saturday,FY2018,605.1
26,1,Saturday,FY2018,575.7
27,1,Saturday,FY2018,0
28,1,Saturday,FY2018,4701.8
29,1,Saturday,FY2018,177
30,1,Saturday,FY2018,507.1
31,1,Saturday,FY2018,1643.9
32,1,Saturday,FY2018,2518
33,1,Saturday,FY2018,196.9
34,1,Saturday,FY2018,747.8
34E,1,Saturday,FY2018,1161.4
35,1,Saturday,FY2018,531.4
36,1,Saturday,FY2018,694.7
37,1,Saturday,FY2018,347.4
38,1,Saturday,FY2018,134
39,1,Saturday,FY2018,3512.9
40,1,Saturday,FY2018,262.7
41,1,Saturday,FY2018,401
42,1,Saturday,FY2018,659.9
43,1,Saturday,FY2018,330.9
44,1,Saturday,FY2018,899.3
45,1,Saturday,FY2018,819.3
47,1,Saturday,FY2018,904.6
50,1,Saturday,FY2018,230
51,1,Saturday,FY2018,263.1
52,1,Saturday,FY2018,0
55,1,Saturday,FY2018,112.1
57,1,Saturday,FY2018,3116.9
57A,1,Saturday,FY2018,0
59,1,Saturday,FY2018,148.3
60,1,Saturday,FY2018,291.9
62,1,Saturday,FY2018,239.8
64,1,Saturday,FY2018,336.6
65,1,Saturday,FY2018,181.6
66,1,Saturday,FY2018,3570.2
67,1,Saturday,FY2018,0
68,1,Saturday,FY2018,0
69,1,Saturday,FY2018,731.7
70,1,Saturday,FY2018,1332.3
70A,1,Saturday,FY2018,460.7
71,1,Saturday,FY2018,1004
72,1,Saturday,FY2018,222.2
73,1,Saturday,FY2018,1096
74,1,Saturday,FY2018,171.5
75,1,Saturday,FY2018,135
76,1,Saturday,FY2018,0
77,1,Saturday,FY2018,2292.5
78,1,Saturday,FY2018,211.9
79,1,Saturday,FY2018,0
80,1,Saturday,FY2018,642.5
83,1,Saturday,FY2018,482.8
84,1,Saturday,FY2018,0
85,1,Saturday,FY2018,0
86,1,Saturday,FY2018,1458.2
87,1,Saturday,FY2018,1078.7
88,1,Saturday,FY2018,1143.8
89,1,Saturday,FY2018,699.3
90,1,Saturday,FY2018,200.8
91,1,Saturday,FY2018,643.7
92,1,Saturday,FY2018,155.8
93,1,Saturday,FY2018,781.3
94,1,Saturday,FY2018,341.2
95,1,Saturday,FY2018,411.9
96,1,Saturday,FY2018,380.9
97,1,Saturday,FY2018,224
99,1,Saturday,FY2018,376.6
100,1,Saturday,FY2018,213.7
101,1,Saturday,FY2018,809
104,1,Saturday,FY2018,1226.3
105,1,Saturday,FY2018,319.1
106,1,Saturday,FY2018,770.6
108,1,Saturday,FY2018,883.1
109,1,Saturday,FY2018,910.5
110,1,Saturday,FY2018,828.2
111,1,Saturday,FY2018,3843.6
112,1,Saturday,FY2018,393.5
114,1,Saturday,FY2018,0
116,1,Saturday,FY2018,1772.5
117,1,Saturday,FY2018,1561.8
119,1,Saturday,FY2018,304.5
120,1,Saturday,FY2018,666.3
121,1,Saturday,FY2018,0
131,1,Saturday,FY2018,0
132,1,Saturday,FY2018,161
134,1,Saturday,FY2018,512.3
136,1,Saturday,FY2018,194.9
137,1,Saturday,FY2018,156.7
170,1,Saturday,FY2018,0
171,1,Saturday,FY2018,0
195,1,Saturday,FY2018,13.6
201,1,Saturday,FY2018,138.1
202,1,Saturday,FY2018,73.4
210,1,Saturday,FY2018,82.2
211,1,Saturday,FY2018,107.7
212,1,Saturday,FY2018,47.8
214,1,Saturday,FY2018,0
215,1,Saturday,FY2018,470.6
216,1,Saturday,FY2018,483.2
217,1,Saturday,FY2018,0
220,1,Saturday,FY2018,458.8
221,1,Saturday,FY2018,0
222,1,Saturday,FY2018,314.8
225,1,Saturday,FY2018,541.1
230,1,Saturday,FY2018,311.5
236,1,Saturday,FY2018,253.3
238,1,Saturday,FY2018,445.9
240,1,Saturday,FY2018,574.1
245,1,Saturday,FY2018,0
325,1,Saturday,FY2018,0
326,1,Saturday,FY2018,0
350,1,Saturday,FY2018,351.9
351,1,Saturday,FY2018,0
352,1,Saturday,FY2018,0
354,1,Saturday,FY2018,0
411,1,Saturday,FY2018,284.3
424,1,Saturday,FY2018,0
426,1,Saturday,FY2018,298
428,1,Saturday,FY2018,0
429,1,Saturday,FY2018,348.7
430,1,Saturday,FY2018,216.1
434,1,Saturday,FY2018,0
435,1,Saturday,FY2018,330.4
436,1,Saturday,FY2018,166.2
439,1,Saturday,FY2018,0
441,1,Saturday,FY2018,489.8
442,1,Saturday,FY2018,610
448,1,Saturday,FY2018,0
449,1,Saturday,FY2018,0
450,1,Saturday,FY2018,506
451,1,Saturday,FY2018,0
455,1,Saturday,FY2018,1246.4
456,1,Saturday,FY2018,0
459,1,Saturday,FY2018,0
465,1,Saturday,FY2018,95
501,1,Saturday,FY2018,0
502,1,Saturday,FY2018,0
503,1,Saturday,FY2018,0
504,1,Saturday,FY2018,239.6
505,1,Saturday,FY2018,0
553,1,Saturday,FY2018,186
554,1,Saturday,FY2018,0
556,1,Saturday,FY2018,0
558,1,Saturday,FY2018,0
701,1,Saturday,FY2018,0
708,1,Saturday,FY2018,0
741,1,Saturday,FY2018,2959.9
742,1,Saturday,FY2018,903.9
746,1,Saturday,FY2018,219.6
747,1,Saturday,FY2018,0
749,1,Saturday,FY2018,3693.5
751,1,Saturday,FY2018,1549.9
712,1,Saturday,FY2018,382.4
713,1,Saturday,FY2018,259.5
1,0,Saturday,FY2018,4821.9
4,0,Saturday,FY2018,0
5,0,Saturday,FY2018,43.9
7,0,Saturday,FY2018,198.7
8,0,Saturday,FY2018,675.7
9,0,Saturday,FY2018,1122.9
10,0,Saturday,FY2018,759
11,0,Saturday,FY2018,392.9
14,0,Saturday,FY2018,393.5
15,0,Saturday,FY2018,1927.7
16,0,Saturday,FY2018,1314.9
17,0,Saturday,FY2018,655.3
18,0,Saturday,FY2018,93.4
19,0,Saturday,FY2018,0
21,0,Saturday,FY2018,720.4
22,0,Saturday,FY2018,2435.8
23,0,Saturday,FY2018,3344.2
24,0,Saturday,FY2018,669.4
26,0,Saturday,FY2018,189.2
27,0,Saturday,FY2018,0
28,0,Saturday,FY2018,4591.9
29,0,Saturday,FY2018,280.7
30,0,Saturday,FY2018,447.4
31,0,Saturday,FY2018,1499.4
32,0,Saturday,FY2018,2632.4
33,0,Saturday,FY2018,218.1
34,0,Saturday,FY2018,793.4
34E,0,Saturday,FY2018,1255.9
35,0,Saturday,FY2018,508.2
36,0,Saturday,FY2018,761.8
37,0,Saturday,FY2018,344.3
38,0,Saturday,FY2018,124
39,0,Saturday,FY2018,3191.3
40,0,Saturday,FY2018,331.6
41,0,Saturday,FY2018,404.9
42,0,Saturday,FY2018,725.5
43,0,Saturday,FY2018,271.1
44,0,Saturday,FY2018,898.4
45,0,Saturday,FY2018,817.1
47,0,Saturday,FY2018,893
50,0,Saturday,FY2018,115.3
51,0,Saturday,FY2018,224
52,0,Saturday,FY2018,0
55,0,Saturday,FY2018,101.5
57,0,Saturday,FY2018,2951.6
57A,0,Saturday,FY2018,0
59,0,Saturday,FY2018,158.8
60,0,Saturday,FY2018,358.4
62,0,Saturday,FY2018,204.6
64,0,Saturday,FY2018,232.9
65,0,Saturday,FY2018,147.3
66,0,Saturday,FY2018,3526.9
67,0,Saturday,FY2018,0
68,0,Saturday,FY2018,0
69,0,Saturday,FY2018,756
70,0,Saturday,FY2018,1397.1
70A,0,Saturday,FY2018,591.1
71,0,Saturday,FY2018,1072
72,0,Saturday,FY2018,225.8
73,0,Saturday,FY2018,1078
74,0,Saturday,FY2018,164
75,0,Saturday,FY2018,118
76,0,Saturday,FY2018,0
77,0,Saturday,FY2018,2517.5
78,0,Saturday,FY2018,222.7
79,0,Saturday,FY2018,0
80,0,Saturday,FY2018,500.7
83,0,Saturday,FY2018,488.3
84,0,Saturday,FY2018,0
85,0,Saturday,FY2018,0
86,0,Saturday,FY2018,1583.5
87,0,Saturday,FY2018,1060.1
88,0,Saturday,FY2018,1098.1
89,0,Saturday,FY2018,757.4
90,0,Saturday,FY2018,212.7
91,0,Saturday,FY2018,601.4
92,0,Saturday,FY2018,175.1
93,0,Saturday,FY2018,1050.3
94,0,Saturday,FY2018,281.6
95,0,Saturday,FY2018,403.8
96,0,Saturday,FY2018,421.2
97,0,Saturday,FY2018,229.2
99,0,Saturday,FY2018,442.7
100,0,Saturday,FY2018,230.5
101,0,Saturday,FY2018,895.8
104,0,Saturday,FY2018,1145.7
105,0,Saturday,FY2018,295.3
106,0,Saturday,FY2018,753.4
108,0,Saturday,FY2018,752.6
109,0,Saturday,FY2018,988.3
110,0,Saturday,FY2018,763.2
111,0,Saturday,FY2018,3775
112,0,Saturday,FY2018,422.3
114,0,Saturday,FY2018,0
116,0,Saturday,FY2018,1817.5
117,0,Saturday,FY2018,1688.9
119,0,Saturday,FY2018,152.8
120,0,Saturday,FY2018,611
121,0,Saturday,FY2018,0
131,0,Saturday,FY2018,0
132,0,Saturday,FY2018,133.6
134,0,Saturday,FY2018,470.9
136,0,Saturday,FY2018,196.2
137,0,Saturday,FY2018,180.8
170,0,Saturday,FY2018,0
171,0,Saturday,FY2018,21.6
195,0,Saturday,FY2018,0
201,0,Saturday,FY2018,158.3
202,0,Saturday,FY2018,98.8
210,0,Saturday,FY2018,90
211,0,Saturday,FY2018,134.4
212,0,Saturday,FY2018,53.2
214,0,Saturday,FY2018,0
215,0,Saturday,FY2018,432.2
216,0,Saturday,FY2018,957.7
217,0,Saturday,FY2018,0
220,0,Saturday,FY2018,491.2
221,0,Saturday,FY2018,0
222,0,Saturday,FY2018,353.1
225,0,Saturday,FY2018,736.1
230,0,Saturday,FY2018,355.9
236,0,Saturday,FY2018,226.8
238,0,Saturday,FY2018,573.2
240,0,Saturday,FY2018,681.4
245,0,Saturday,FY2018,0
325,0,Saturday,FY2018,0
326,0,Saturday,FY2018,0
350,0,Saturday,FY2018,493
351,0,Saturday,FY2018,0
352,0,Saturday,FY2018,0
354,0,Saturday,FY2018,0
411,0,Saturday,FY2018,258.2
424,0,Saturday,FY2018,0
426,0,Saturday,FY2018,385
428,0,Saturday,FY2018,0
429,0,Saturday,FY2018,436.9
430,0,Saturday,FY2018,321.7
434,0,Saturday,FY2018,0
435,0,Saturday,FY2018,278
436,0,Saturday,FY2018,176.6
439,0,Saturday,FY2018,0
441,0,Saturday,FY2018,426.7
442,0,Saturday,FY2018,620.4
448,0,Saturday,FY2018,0
449,0,Saturday,FY2018,0
450,0,Saturday,FY2018,363.8
451,0,Saturday,FY2018,0
455,0,Saturday,FY2018,1009.7
456,0,Saturday,FY2018,0
459,0,Saturday,FY2018,0
465,0,Saturday,FY2018,72.9
501,0,Saturday,FY2018,0
502,0,Saturday,FY2018,0
503,0,Saturday,FY2018,0
504,0,Saturday,FY2018,205.8
505,0,Saturday,FY2018,0
553,0,Saturday,FY2018,156.1
554,0,Saturday,FY2018,0
556,0,Saturday,FY2018,0
558,0,Saturday,FY2018,0
701,0,Saturday,FY2018,0
708,0,Saturday,FY2018,0
741,0,Saturday,FY2018,2624.3
742,0,Saturday,FY2018,926.2
746,0,Saturday,FY2018,283.3
747,0,Saturday,FY2018,0
749,0,Saturday,FY2018,3240.3
751,0,Saturday,FY2018,1513.9
712,0,Saturday,FY2018,362.5
713,0,Saturday,FY2018,305.7
1,1,Sunday,FY2018,3332.6
4,1,Sunday,FY2018,0
5,1,Sunday,FY2018,0
7,1,Sunday,FY2018,0
8,1,Sunday,FY2018,443.8
9,1,Sunday,FY2018,735.9
10,1,Sunday,FY2018,458.6
11,1,Sunday,FY2018,388.3
14,1,Sunday,FY2018,0
15,1,Sunday,FY2018,1565.9
16,1,Sunday,FY2018,854.9
17,1,Sunday,FY2018,302.5
18,1,Sunday,FY2018,0
19,1,Sunday,FY2018,0
21,1,Sunday,FY2018,305.9
22,1,Sunday,FY2018,1978.5
23,1,Sunday,FY2018,2243.2
24,1,Sunday,FY2018,252.8
26,1,Sunday,FY2018,229.9
27,1,Sunday,FY2018,0
28,1,Sunday,FY2018,3759.9
29,1,Sunday,FY2018,0
30,1,Sunday,FY2018,274.2
31,1,Sunday,FY2018,1115.5
32,1,Sunday,FY2018,1726
33,1,Sunday,FY2018,0
34,1,Sunday,FY2018,483.5
34E,1,Sunday,FY2018,832.5
35,1,Sunday,FY2018,204.8
36,1,Sunday,FY2018,746.8
37,1,Sunday,FY2018,0
38,1,Sunday,FY2018,0
39,1,Sunday,FY2018,2743.2
40,1,Sunday,FY2018,109.2
41,1,Sunday,FY2018,247.2
42,1,Sunday,FY2018,271.3
43,1,Sunday,FY2018,238.5
44,1,Sunday,FY2018,415.7
45,1,Sunday,FY2018,362
47,1,Sunday,FY2018,532.5
50,1,Sunday,FY2018,0
51,1,Sunday,FY2018,0
52,1,Sunday,FY2018,0
55,1,Sunday,FY2018,97.1
57,1,Sunday,FY2018,2212.9
57A,1,Sunday,FY2018,0
59,1,Sunday,FY2018,115.1
60,1,Sunday,FY2018,170.7
62,1,Sunday,FY2018,0
64,1,Sunday,FY2018,199.4
65,1,Sunday,FY2018,0
66,1,Sunday,FY2018,2876.8
67,1,Sunday,FY2018,0
68,1,Sunday,FY2018,0
69,1,Sunday,FY2018,435.4
70,1,Sunday,FY2018,1347
70A,1,Sunday,FY2018,0
71,1,Sunday,FY2018,839.9
72,1,Sunday,FY2018,191.6
73,1,Sunday,FY2018,908.2
74,1,Sunday,FY2018,0
75,1,Sunday,FY2018,0
76,1,Sunday,FY2018,0
77,1,Sunday,FY2018,1566.6
78,1,Sunday,FY2018,193
79,1,Sunday,FY2018,0
80,1,Sunday,FY2018,309.9
83,1,Sunday,FY2018,247.4
84,1,Sunday,FY2018,0
85,1,Sunday,FY2018,0
86,1,Sunday,FY2018,890.4
87,1,Sunday,FY2018,748.3
88,1,Sunday,FY2018,721.5
89,1,Sunday,FY2018,294.8
90,1,Sunday,FY2018,134.2
91,1,Sunday,FY2018,334.5
92,1,Sunday,FY2018,0
93,1,Sunday,FY2018,432.1
94,1,Sunday,FY2018,215.1
95,1,Sunday,FY2018,178.5
96,1,Sunday,FY2018,240.9
97,1,Sunday,FY2018,222.1
99,1,Sunday,FY2018,251.8
100,1,Sunday,FY2018,123.1
101,1,Sunday,FY2018,447.8
104,1,Sunday,FY2018,680.1
105,1,Sunday,FY2018,240.7
106,1,Sunday,FY2018,461.2
108,1,Sunday,FY2018,265.2
109,1,Sunday,FY2018,748.1
110,1,Sunday,FY2018,494.4
111,1,Sunday,FY2018,2864.6
112,1,Sunday,FY2018,272.9
114,1,Sunday,FY2018,0
116,1,Sunday,FY2018,1312.9
117,1,Sunday,FY2018,1303.3
119,1,Sunday,FY2018,269.2
120,1,Sunday,FY2018,323.4
121,1,Sunday,FY2018,0
131,1,Sunday,FY2018,0
132,1,Sunday,FY2018,0
134,1,Sunday,FY2018,224.4
136,1,Sunday,FY2018,0
137,1,Sunday,FY2018,148.8
