GTFS route_id,GTFS direction_id,Year,Day Type,Boardings
90,0,FY2017,Sunday,112.8
91,0,FY2017,Sunday,307
92,0,FY2017,Sunday,0
93,0,FY2017,Sunday,540
94,0,FY2017,Sunday,215.1
95,0,FY2017,Sunday,185.9
96,0,FY2017,Sunday,279.7
97,0,FY2017,Sunday,203
99,0,FY2017,Sunday,324.1
100,0,FY2017,Sunday,120.2
101,0,FY2017,Sunday,520.1
104,0,FY2017,Sunday,697.8
105,0,FY2017,Sunday,210.3
106,0,FY2017,Sunday,566.7
108,0,FY2017,Sunday,312.8
109,0,FY2017,Sunday,706.2
110,0,FY2017,Sunday,414.3
111,0,FY2017,Sunday,2692.3
112,0,FY2017,Sunday,195.2
114,0,FY2017,Sunday,0
116,0,FY2017,Sunday,1226.3
117,0,FY2017,Sunday,1303.2
119,0,FY2017,Sunday,174.9
120,0,FY2017,Sunday,365.3
121,0,FY2017,Sunday,0
131,0,FY2017,Sunday,0
132,0,FY2017,Sunday,0
134,0,FY2017,Sunday,214.6
136,0,FY2017,Sunday,129.4
137,0,FY2017,Sunday,0
170,0,FY2017,Sunday,0
171,0,FY2017,Sunday,24
195,0,FY2017,Sunday,0
201,0,FY2017,Sunday,79.8
202,0,FY2017,Sunday,32.5
210,0,FY2017,Sunday,5.5
211,0,FY2017,Sunday,42.7
212,0,FY2017,Sunday,0
214,0,FY2017,Sunday,0
215,0,FY2017,Sunday,206.4
216,0,FY2017,Sunday,549.8
217,0,FY2017,Sunday,0
220,0,FY2017,Sunday,308.8
221,0,FY2017,Sunday,0
222,0,FY2017,Sunday,248.8
225,0,FY2017,Sunday,340.6
230,0,FY2017,Sunday,237
236,0,FY2017,Sunday,168
238,0,FY2017,Sunday,301.8
240,0,FY2017,Sunday,352.1
245,0,FY2017,Sunday,0
325,0,FY2017,Sunday,0
326,0,FY2017,Sunday,0
350,0,FY2017,Sunday,289.7
351,0,FY2017,Sunday,0
352,0,FY2017,Sunday,0
354,0,FY2017,Sunday,0
411,0,FY2017,Sunday,0
424,0,FY2017,Sunday,0
426,0,FY2017,Sunday,316
428,0,FY2017,Sunday,0
429,0,FY2017,Sunday,259.9
430,0,FY2017,Sunday,0
434,0,FY2017,Sunday,0
435,0,FY2017,Sunday,219.4
436,0,FY2017,Sunday,0
439,0,FY2017,Sunday,0
441,0,FY2017,Sunday,398.7
442,0,FY2017,Sunday,477.4
448,0,FY2017,Sunday,0
449,0,FY2017,Sunday,0
450,0,FY2017,Sunday,472
451,0,FY2017,Sunday,0
455,0,FY2017,Sunday,616.3
456,0,FY2017,Sunday,0
459,0,FY2017,Sunday,0
465,0,FY2017,Sunday,0
501,0,FY2017,Sunday,0
502,0,FY2017,Sunday,0
503,0,FY2017,Sunday,0
504,0,FY2017,Sunday,0
505,0,FY2017,Sunday,0
553,0,FY2017,Sunday,0
554,0,FY2017,Sunday,0
556,0,FY2017,Sunday,0
558,0,FY2017,Sunday,0
701,0,FY2017,Sunday,0
708,0,FY2017,Sunday,0
741,0,FY2017,Sunday,2505.3
742,0,FY2017,Sunday,624.6
746,0,FY2017,Sunday,163.7
747,0,FY2017,Sunday,0
749,0,FY2017,Sunday,2228.5
751,0,FY2017,Sunday,1009.1
