GTFS sto_id,Stop Name,Year,Day Type,Boardings,Alightings,,,,,,,,,,,,
8650,WATERTOWN ST @ GREEN LN,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8651,WATERTOWN ST @ CRESCENT RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8670,MAIN ST @ TOWNSEND ST,FY2017, Saturday ,29,5,,,,,,,,,,,,
8671,MAIN ST @ CHAMBERLAIN TERR,FY2017, Saturday ,24,4,,,,,,,,,,,,
8672,MAIN ST OPP ROSE HILL WAY,FY2017, Saturday ,9,1,,,,,,,,,,,,
8674,MAIN ST @ WILLOW ST,FY2017, Saturday ,16,3,,,,,,,,,,,,
8675,MAIN ST @ LAFAYETTE ST,FY2017, Saturday ,4,5,,,,,,,,,,,,
8676,MAIN ST @ RANGELEY RD,FY2017, Saturday ,7,2,,,,,,,,,,,,
8678,MAIN ST OPP WARREN ST - WATER,FY2017, Saturday ,38,9,,,,,,,,,,,,
8679,MAIN ST OPP LONGFELLOW RD,FY2017, Saturday ,7,1,,,,,,,,,,,,
8680,ADAMS ST @ CENTRE ST,FY2017, Saturday ,3,7,,,,,,,,,,,,
8681,ADAMS ST @ KING ST,FY2017, Saturday ,2,4,,,,,,,,,,,,
8682,ADAMS ST @ LONSDALE ST,FY2017, Saturday ,1,2,,,,,,,,,,,,
8683,ADAMS ST @ MSGR LYDON WAY,FY2017, Saturday ,2,1,,,,,,,,,,,,
8684,ADAMS ST @ ASHMONT ST,FY2017, Saturday , -   ,14,,,,,,,,,,,,
8685,ADAMS ST @ HELENA RD,FY2017, Saturday ,2,1,,,,,,,,,,,,
8686,ADAMS ST @ WESTMORELAND ST,FY2017, Saturday , -   ,5,,,,,,,,,,,,
8687,ADAMS ST @ MINOT ST,FY2017, Saturday ,3,9,,,,,,,,,,,,
8691,WASHINGTON ST @ CLIFTON ST,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8692,WINTHROP ST @ PLAYSTEAD RD,FY2017, Saturday ,3,9,,,,,,,,,,,,
8717,DORCHESTER AVE @ TALBOT AVE,FY2017, Saturday , -   ,9,,,,,,,,,,,,
8750,FOREST HILLS STATION,FY2017, Saturday ,"1,063",946,,,,,,,,,,,,
8801,NEPONSET CIRCLE @ WALNUT ST,FY2017, Saturday ,13,11,,,,,,,,,,,,
8802,NEPONSET CIRCLE @ NEPONSET AV,FY2017, Saturday , -   ,0,,,,,,,,,,,,
8803,398 NEPONSET AVE @ NEPONSET H,FY2017, Saturday ,10,7,,,,,,,,,,,,
8805,NEPONSET AVE @ TOLMAN ST,FY2017, Saturday ,12,1,,,,,,,,,,,,
8806,248 NEPONSET AVE,FY2017, Saturday ,2,0,,,,,,,,,,,,
8807,NEPONSET AVE @ POPES HILL ST,FY2017, Saturday ,2,0,,,,,,,,,,,,
8808,NEPONSET AVE OPP KING ST,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8809,ADAMS ST @ PARKMAN ST,FY2017, Saturday ,4,7,,,,,,,,,,,,
8811,HILLTOP ST @ GRANITE AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8812,HILLTOP ST OPP CROCKETT AVE.,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8813,HILLTOP ST OPP WHITRIDGE ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8814,HILLTOP ST @ HALLET ST,FY2017, Saturday ,1,1,,,,,,,,,,,,
8815,MAIN ST @ MERCHANTS ROW,FY2017, Saturday ,171,108,,,,,,,,,,,,
8816,MAIN ST @ THAXTER ST,FY2017, Saturday ,20,29,,,,,,,,,,,,
8817,MAIN ST OPP CHESTNUT ST,FY2017, Saturday ,4,10,,,,,,,,,,,,
8818,MAIN ST @ WAVERLEY AVE,FY2017, Saturday ,13,33,,,,,,,,,,,,
8819,MAIN ST @ EDENFIELD AVE,FY2017, Saturday ,9,43,,,,,,,,,,,,
8820,MAIN ST @ OLNEY ST,FY2017, Saturday ,2,22,,,,,,,,,,,,
8821,MAIN ST @ COPELAND ST,FY2017, Saturday ,3,13,,,,,,,,,,,,
8822,MAIN ST @ WILMOT ST,FY2017, Saturday ,7,13,,,,,,,,,,,,
8823,MAIN ST @ EMERSON RD,FY2017, Saturday ,2,5,,,,,,,,,,,,
8824,MAIN ST @ LONGFELLOW RD,FY2017, Saturday , -   ,4,,,,,,,,,,,,
8825,MAIN ST @ WARREN ST - WALTHAM,FY2017, Saturday ,10,43,,,,,,,,,,,,
8826,MAIN ST @ BEAL RD,FY2017, Saturday ,1,7,,,,,,,,,,,,
8828,MAIN ST OPP WILLOW ST,FY2017, Saturday ,5,27,,,,,,,,,,,,
8830,MAIN ST @ ROSE HILL WAY,FY2017, Saturday ,2,7,,,,,,,,,,,,
8831,MAIN ST @ CHAMBERLAIN TERR,FY2017, Saturday ,3,35,,,,,,,,,,,,
8832,MAIN ST @ PLEASANT ST,FY2017, Saturday ,4,15,,,,,,,,,,,,
8833,MAIN ST @ CRAVEN CIR,FY2017, Saturday ,1,34,,,,,,,,,,,,
8841,MAIN ST @ PALMER ST,FY2017, Saturday ,5,17,,,,,,,,,,,,
8842,MAIN ST @ PROSPECT HILL RD,FY2017, Saturday ,1,11,,,,,,,,,,,,
8843,MAIN ST @ LUNDA ST,FY2017, Saturday ,0,13,,,,,,,,,,,,
8844,MAIN ST @ MALONE ST,FY2017, Saturday , -   ,3,,,,,,,,,,,,
8845,MAIN ST @ EDGEHILL RD,FY2017, Saturday , -   ,11,,,,,,,,,,,,
8846,MAIN ST @ HILL RD,FY2017, Saturday , -   ,4,,,,,,,,,,,,
8848,MAIN ST @ STOW ST,FY2017, Saturday ,1,28,,,,,,,,,,,,
8849,STOW ST @ TAVERN RD,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8850,TAVERN RD @ WESTON ST,FY2017, Saturday , -   ,5,,,,,,,,,,,,
8851,EAST 1ST ST @ M ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8852,MAIN ST @ N MAPLE ST,FY2017, Saturday ,17,24,,,,,,,,,,,,
8853,1076 MAIN ST,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8854,1032 MAIN ST OPP WHEELING ST,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8855,MAIN ST @ MOUNTAIN ST,FY2017, Saturday ,1,0,,,,,,,,,,,,
8856,MAIN ST @ ALTAVESTA CIRCLE,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8857,940 MAIN ST,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8858,MAIN ST @ NICHOLS ST,FY2017, Saturday ,7,1,,,,,,,,,,,,
8860,ELM ST @ TRAVERSE ST,FY2017, Saturday ,4, -   ,,,,,,,,,,,,
8861,ELM ST @ WARD ST,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8862,ELM ST @ WEST ST,FY2017, Saturday ,4, -   ,,,,,,,,,,,,
8863,ELM ST @ MONUMENT,FY2017, Saturday ,12,1,,,,,,,,,,,,
8864,MAIN ST @ MIDDLESEX CANAL PK,FY2017, Saturday ,9, -   ,,,,,,,,,,,,
8865,MAIN ST OPP CAPOZZI CIR,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8866,MAIN ST @ EATON AVE,FY2017, Saturday ,5,1,,,,,,,,,,,,
8867,646 MAIN ST,FY2017, Saturday ,2, -   ,,,,,,,,,,,,
8868,MAIN ST @ CHARLES ST,FY2017, Saturday ,2, -   ,,,,,,,,,,,,
8869,MAIN ST @ KILBY ST,FY2017, Saturday ,4, -   ,,,,,,,,,,,,
8870,466 MAIN ST OPP UNION ST,FY2017, Saturday ,17,5,,,,,,,,,,,,
8901,BACON ST @ SCHOOL ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8904,BACON ST @ VARNUM PK,FY2017, Saturday , -   ,0,,,,,,,,,,,,
8905,BACON ST OPP GREENWOOD LN,FY2017, Saturday , -   ,0,,,,,,,,,,,,
8906,BACON ST OPP CLARK LN,FY2017, Saturday , -   ,1,,,,,,,,,,,,
8907,LEXINGTON ST OPP LINCOLN ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8908,LEXINGTON ST OPP CURVE ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8909,LEXINGTON ST @ STANLEY RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8910,617 LEXINGTON ST - WALTHAM HS,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8911,OPP 680 LEXINGTON ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8912,LEXINGTON ST OPP COLLEGE FARM,FY2017, Saturday , -   ,1,,,,,,,,,,,,
8913,LAKE ST @ LEXINGTON ST,FY2017, Saturday ,4,7,,,,,,,,,,,,
8914,LAKE ST OPP NUTTING RD,FY2017, Saturday , -   ,0,,,,,,,,,,,,
8915,LAKE ST @ INDIAN RD,FY2017, Saturday ,0,1,,,,,,,,,,,,
8916,LAKE ST @ PRINCETON AVE,FY2017, Saturday ,1,4,,,,,,,,,,,,
8918,LAKE ST @ HIBISCUS AVE,FY2017, Saturday , -   ,0,,,,,,,,,,,,
8919,LAKE ST @ LINCOLN ST,FY2017, Saturday ,1,1,,,,,,,,,,,,
8920,LINCOLN ST @ GRAYMORE RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8921,LINCOLN ST @ SILVER HILL LN,FY2017, Saturday ,6,1,,,,,,,,,,,,
8922,LINCOLN ST @ SMITH ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8923,SMITH ST @ LORETTA RD,FY2017, Saturday , -   ,0,,,,,,,,,,,,
8924,SMITH ST @ TRAPELO RD,FY2017, Saturday ,2,1,,,,,,,,,,,,
8925,TRAPELO RD OPP BERKLEY ST,FY2017, Saturday ,0, -   ,,,,,,,,,,,,
8926,TRAPELO RD @ OUTLOOK RD,FY2017, Saturday , -   ,1,,,,,,,,,,,,
8928,TRAPELO RD @ GROVE RD,FY2017, Saturday ,2, -   ,,,,,,,,,,,,
8929,TRAPELO RD @ HARDY POND RD,FY2017, Saturday ,1,0,,,,,,,,,,,,
8930,1042 TRAPELO RD,FY2017, Saturday ,7,6,,,,,,,,,,,,
8931,LEXINGTON ST OPP BROOKWAY RD,FY2017, Saturday ,3,3,,,,,,,,,,,,
8932,LAKE ST @ SEMINOLE AVE,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8940,RIVER ST @ PERKINS AVE,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8941,RIVER ST @ WINSLOW ST,FY2017, Saturday , -   ,7,,,,,,,,,,,,
8942,RESERVATION RD @ RIVER ST,FY2017, Saturday , -   ,12,,,,,,,,,,,,
8943,229 RESERVATION RD OPP THOMPS,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8944,RESERVATION RD @ BRAINARD ST,FY2017, Saturday ,1,3,,,,,,,,,,,,
8946,ALWIN ST @ STONEHILL RD,FY2017, Saturday , -   ,8,,,,,,,,,,,,
8947,ALWIN ST OPP LEIGHTON RD,FY2017, Saturday , -   ,8,,,,,,,,,,,,
8948,ALWIN ST @ DEDHAM PKWY,FY2017, Saturday , -   ,3,,,,,,,,,,,,
8949,DEDHAM PKWY OPP GEORGETOWNE D,FY2017, Saturday ,2,23,,,,,,,,,,,,
8950,DEDHAM PKWY @ TURTLE POND PKW,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8951,302 TURTLE POND PKWY,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8952,TURTLE POND PKWY @ ALWIN ST,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8954,TURTLE POND PKWY OPP BADJO RI,FY2017, Saturday , -   ,2,,,,,,,,,,,,
8955,RIVER ST @ TURTLE POND PKWY,FY2017, Saturday , -   ,3,,,,,,,,,,,,
8958,READVILLE ST OPP WATERLOO ST,FY2017, Saturday ,1,2,,,,,,,,,,,,
8959,READVILLE ST @ NORTON ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8960,READVILLE ST @ COMO RD,FY2017, Saturday ,1, -   ,,,,,,,,,,,,
8961,READVILLE ST @ W MILTON ST,FY2017, Saturday ,1,8,,,,,,,,,,,,
8962,W MILTON ST @ PINE AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8963,W MILTON ST @ W MILTON PL,FY2017, Saturday ,2,1,,,,,,,,,,,,
8964,W MILTON ST @ ERNEST AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8970,RIVER ST OPP NEPONSET VALLEY,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8971,1799 RIVER ST OPP NORTON ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8973,RIVER ST OPP VALLARO RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8975,RIVER ST @ SOLARIS RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
8993,BROOKLINE AVE OPP NEWBURY ST,FY2017, Saturday ,9, -   ,,,,,,,,,,,,
9000,SYLVAN ST @ KIMBALL ST,FY2017, Saturday ,43,27,,,,,,,,,,,,
9001,SYLVAN ST @ BLANTYRE RD,FY2017, Saturday ,4,0,,,,,,,,,,,,
9002,SYLVAN ST @ GILBERT ST,FY2017, Saturday ,6,1,,,,,,,,,,,,
9003,SYLVAN ST @ LEBANON ST,FY2017, Saturday ,14, -   ,,,,,,,,,,,,
9006,LEBANON ST @ BRATLEY ST,FY2017, Saturday ,3,1,,,,,,,,,,,,
9008,LEBANON ST @ FOREST ST,FY2017, Saturday ,1,2,,,,,,,,,,,,
9009,LEBANON ST @ HOPKINS ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9011,LEBANON ST @ SYLVAN ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9013,LINWOOD AVE OPP GIBBONS ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9014,LINWOOD AVE @ NORRIS CT,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9018,SALEM ST OPP WESCOTT ST,FY2017, Saturday ,12,0,,,,,,,,,,,,
9019,68 HUNTING ST OPP HUNTING PLA,FY2017, Saturday ,35,2,,,,,,,,,,,,
9020,HUNTING ST @ SALEM ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9021,SALEM ST @ HOME ST - BROADWAY,FY2017, Saturday ,142,15,,,,,,,,,,,,
9023,SALEM ST @ STANTON ST,FY2017, Saturday ,19,4,,,,,,,,,,,,
9024,769 SALEM ST,FY2017, Saturday ,7,2,,,,,,,,,,,,
9025,SALEM ST @ LEBANON ST,FY2017, Saturday ,42,8,,,,,,,,,,,,
9026,SALEM ST @ ROCKWELL ST,FY2017, Saturday ,161,9,,,,,,,,,,,,
9028,PLEASANT ST OPP RUSSELL ST,FY2017, Saturday ,6,9,,,,,,,,,,,,
9029,HIGHLAND AVE @ PLEASANT ST,FY2017, Saturday ,5,15,,,,,,,,,,,,
9030,HIGHLAND AVE @ CHARLES ST,FY2017, Saturday ,11,18,,,,,,,,,,,,
9031,400 CENTRE ST,FY2017, Saturday ,123,57,,,,,,,,,,,,
9032,HIGHLAND AVE @ EMARLD ST,FY2017, Saturday ,14,16,,,,,,,,,,,,
9033,HIGHLAND AVE @ THACHER ST,FY2017, Saturday ,1,3,,,,,,,,,,,,
9034,HIGHLAND AVE @ OAKLAND ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9035,HIGHLAND AVE @ MEDFORD ST,FY2017, Saturday ,9,17,,,,,,,,,,,,
9036,HIGHLAND AVE @ DEVIR ST,FY2017, Saturday ,12,9,,,,,,,,,,,,
9037,HIGHLAND AVE @ MIDDLESEX AVE,FY2017, Saturday ,13,18,,,,,,,,,,,,
9038,MIDDLESEX AVE @ FIRST ST,FY2017, Saturday ,10,6,,,,,,,,,,,,
9039,MIDDLESEX AVE @ THIRD ST,FY2017, Saturday ,2,4,,,,,,,,,,,,
9040,RIVERSIDE AVE @ MIDDLESEX AVE,FY2017, Saturday ,3,1,,,,,,,,,,,,
9041,RIVERSIDE AVE @ FELLSWAY,FY2017, Saturday ,2,4,,,,,,,,,,,,
9042,FELLSWAY @ RIVERSIDE AVE,FY2017, Saturday ,78,50,,,,,,,,,,,,
9043,FELLSWAY @ WELLINGTON CIRCLE,FY2017, Saturday ,36,40,,,,,,,,,,,,
9045,FELLSWAY @ BRADBURY AVE,FY2017, Saturday ,17,13,,,,,,,,,,,,
9047,RIVERSIDE AVE @ MIDDLESEX AVE,FY2017, Saturday ,1,5,,,,,,,,,,,,
9048,MIDDLESEX AVE @ THIRD ST,FY2017, Saturday ,3,4,,,,,,,,,,,,
9049,MIDDLESEX AVE @ FIRST ST,FY2017, Saturday ,8,11,,,,,,,,,,,,
9050,MIDDLESEX AVE @ HIGHLAND AVE,FY2017, Saturday ,16,14,,,,,,,,,,,,
9051,41 HIGHLAND AVE OPP DEVIR ST,FY2017, Saturday ,13,8,,,,,,,,,,,,
9052,HIGHLAND AVE @ MEDFORD ST,FY2017, Saturday ,9,5,,,,,,,,,,,,
9053,HIGHLAND AVE @ OAKLAND ST,FY2017, Saturday ,15,5,,,,,,,,,,,,
9054,HIGHLAND AVE @ THATCHER ST,FY2017, Saturday ,8,7,,,,,,,,,,,,
9055,HIGHLAND AVE @ ADAMS ST,FY2017, Saturday ,13,7,,,,,,,,,,,,
9056,HIGHLAND AVE @ CHARLES ST,FY2017, Saturday ,28,7,,,,,,,,,,,,
9057,HIGHLAND AVE @ WENTWORTH ST,FY2017, Saturday ,10,3,,,,,,,,,,,,
9058,HIGHLAND AVE @ PLEASANT ST,FY2017, Saturday ,9,5,,,,,,,,,,,,
9060,SALEM ST @ MAPLEWOOD ST,FY2017, Saturday ,9,40,,,,,,,,,,,,
9061,SALEM ST @ SPRUCE ST,FY2017, Saturday ,1,14,,,,,,,,,,,,
9063,SALEM ST @ BROADWAY - BROADWA,FY2017, Saturday ,14,99,,,,,,,,,,,,
9067,SALEM ST @ BELLAVALE ST,FY2017, Saturday ,0,21,,,,,,,,,,,,
9068,SALEM ST @ BRENTWOOD ST,FY2017, Saturday , -   ,11,,,,,,,,,,,,
9069,SALEM ST @ REVERE ST,FY2017, Saturday ,2,13,,,,,,,,,,,,
9070,SALEM ST @ LYNN ST,FY2017, Saturday ,1,24,,,,,,,,,,,,
9071,WARREN ST @ MELROSE ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9074,FRANKLIN ST OPP GREENWOOD ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9075,FRANKLIN ST @ ASHLAND ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9076,FRANKLIN ST @ ALBION ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9077,PORTER ST @ ROWE ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9078,PORTER ST @ BELLEVUE AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9079,PORTER ST @ GARFIELD RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9080,PORTER ST @ MORELAND RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9081,PORTER ST @ EAST ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9082,EAST ST OPP SHEFFIELD RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9083,EAST ST @ ENMORE RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9084,EAST ST @ UPHAM ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9085,UPHAM ST @ HIGHVIEW AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9086,WAVERLY AVE @ FIRST ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9087,WAVERLY AVE @ LAUREL ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9088,LAUREL ST @ HIGHVIEW AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9089,184 LAUREL ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9090,166 LAUREL ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9091,LAUREL ST @ SIXTH ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9092,GROVE ST OPP GOSS AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9093,GROVE ST OPP FLORENCE AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9095,GROVE ST OPP ARGYLE ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9096,GROVE ST @ GOOCH ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9097,GROVE ST @ LEBANON ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9098,GROVE ST OPP LINWOOD AVE,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9099,GROVE ST @ WALNUT ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9100,GROVE ST @ MAIN ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9101,WINTHROP ST @ WINFORD WAY,FY2017, Saturday , -   ,0,,,,,,,,,,,,
9102,713 WINTHROP ST OPP ROBINSON,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9103,MAIN ST @ TOWN WAY,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9104,MAIN ST @ HIGHLAND AVE,FY2017, Saturday ,0,1,,,,,,,,,,,,
9105,MAIN ST @ EVERELL RD,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9106,MAIN ST @ MARSHALL RD,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9107,MAIN ST @ CHESTNUT ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9108,MAIN ST @ PROSPECT ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9109,MAIN ST @ FAIRVIEW TERR,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9110,LARAWAY RD @ WINCHESTER CTR,FY2017, Saturday ,15,18,,,,,,,,,,,,
9111,MAIN ST @ VINE ST,FY2017, Saturday ,0,2,,,,,,,,,,,,
9113,MAIN ST @ LAKE ST,FY2017, Saturday ,6,3,,,,,,,,,,,,
9114,757 MAIN ST,FY2017, Saturday ,2,3,,,,,,,,,,,,
9115,MAIN ST OPP RICHARDSON ST,FY2017, Saturday ,0,9,,,,,,,,,,,,
9116,955 MAIN ST,FY2017, Saturday ,0,1,,,,,,,,,,,,
9117,995 MAIN ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9118,MAIN ST @ CRANES CT,FY2017, Saturday ,1,6,,,,,,,,,,,,
9119,MAIN ST @ VINING CT,FY2017, Saturday ,1,4,,,,,,,,,,,,
9120,MAIN ST @ RICHARDSON ST,FY2017, Saturday ,2,1,,,,,,,,,,,,
9121,MAIN ST @ FOWLE ST,FY2017, Saturday ,1,8,,,,,,,,,,,,
9122,MAIN ST @ GREEN ST,FY2017, Saturday ,3,5,,,,,,,,,,,,
9123,275 MAIN ST,FY2017, Saturday ,0,4,,,,,,,,,,,,
9124,MAIN ST @ MONTVALE AVE,FY2017, Saturday ,1,14,,,,,,,,,,,,
9125,COMMON ST @ WOBURN CITY HALL,FY2017, Saturday ,23,1,,,,,,,,,,,,
9127,MAIN ST @ EVERETT ST,FY2017, Saturday ,7,19,,,,,,,,,,,,
9128,MAIN ST @ MANNING ST,FY2017, Saturday ,1,3,,,,,,,,,,,,
9129,MAIN ST @ MISHAWUM RD,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9130,MAIN ST @ PAGE PL,FY2017, Saturday , -   ,3,,,,,,,,,,,,
9131,MAIN ST @ EATON AVE,FY2017, Saturday ,1,5,,,,,,,,,,,,
9133,MAIN ST @ FISHER TERR,FY2017, Saturday , -   ,9,,,,,,,,,,,,
9134,ELM ST @ MONUMENT,FY2017, Saturday ,2,22,,,,,,,,,,,,
9135,31 ELM ST,FY2017, Saturday , -   ,4,,,,,,,,,,,,
9136,53 ELM ST,FY2017, Saturday , -   , -   ,,,,,,,,,,,,
9137,73 ELM ST OPP TRAVERSE ST,FY2017, Saturday , -   ,7,,,,,,,,,,,,
9139,MAIN ST @ NICHOLS ST E,FY2017, Saturday ,0,7,,,,,,,,,,,,
9140,949 MAIN ST,FY2017, Saturday , -   ,0,,,,,,,,,,,,
9142,979 MAIN ST,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9143,MAIN ST @ WHEELING AVE,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9144,1075 MAIN ST,FY2017, Saturday , -   ,2,,,,,,,,,,,,
9145,WINTHROP ST @ PLAYSTEAD RD,FY2017, Saturday ,6,1,,,,,,,,,,,,
9146,578 WINTHROP ST.,FY2017, Saturday ,0, -   ,,,,,,,,,,,,
9147,WINTHROP ST @ BROOKS ST - MED,FY2017, Saturday ,15, -   ,,,,,,,,,,,,
9149,WINTHROP ST @ EXETER ST,FY2017, Saturday ,2, -   ,,,,,,,,,,,,
9150,WINTHROP ST @ SUFFOLK ST,FY2017, Saturday ,2,0,,,,,,,,,,,,
9151,121 RIVERSIDE AVE - SENIOR HO,FY2017, Saturday ,20,4,,,,,,,,,,,,
9152,163 RIVERSIDE AVE,FY2017, Saturday ,1,0,,,,,,,,,,,,
9153,RIVERSIDE AVE @ MARINE ST,FY2017, Saturday ,13,2,,,,,,,,,,,,
9154,RIVERSIDE AVE @ MAVERICK ST,FY2017, Saturday ,8,2,,,,,,,,,,,,
9155,RIVERSIDE AVE @ FOSTER CT,FY2017, Saturday ,8,2,,,,,,,,,,,,
9156,RIVERSIDE AVE @ LIGHT GUARD D,FY2017, Saturday ,27,5,,,,,,,,,,,,
9157,RIVERSIDE AVE @ ROCKWELL AVE,FY2017, Saturday ,3,1,,,,,,,,,,,,
9158,RIVERSIDE AVE @ LOCUST ST,FY2017, Saturday ,10,0,,,,,,,,,,,,
9159,RIVERSIDE AVE @ HALL ST,FY2017, Saturday ,0,2,,,,,,,,,,,,
9160,RIVERSIDE AVE @ COMMERCIAL ST,FY2017, Saturday ,2,4,,,,,,,,,,,,
9161,RIVERSIDE AVE @ FELLSWAY,FY2017, Saturday ,2,26,,,,,,,,,,,,
9162,RIVERSIDE AVE @ FELLSWAY,FY2017, Saturday ,35,16,,,,,,,,,,,,
9163,RIVERSIDE AVE OPP COMMERCIAL,FY2017, Saturday ,4,6,,,,,,,,,,,,
9164,RIVERSIDE AVE OPP HALL ST,FY2017, Saturday ,1,7,,,,,,,,,,,,
9165,350 RIVERSIDE AVE,FY2017, Saturday ,4,11,,,,,,,,,,,,
9167,RIVERSIDE AVE @ HUNEWILL AVE,FY2017, Saturday ,13,24,,,,,,,,,,,,
9168,RIVERSIDE AVE @ CAROLINA ST,FY2017, Saturday ,2,6,,,,,,,,,,,,
9169,RIVERSIDE AVE @ PEMBROKE ST,FY2017, Saturday ,0,11,,,,,,,,,,,,
9170,RIVERSIDE AVE @ PARK ST,FY2017, Saturday ,1,8,,,,,,,,,,,,
9171,RIVERSIDE AVE @ PLEASANT ST,FY2017, Saturday ,1,2,,,,,,,,,,,,
9172,116 RIVERSIDE AVE,FY2017, Saturday ,1,18,,,,,,,,,,,,
9174,WINTHROP ST @ LAWRENCE RD,FY2017, Saturday ,0,0,,,,,,,,,,,,
9175,WINTHROP ST @ WOODSIDE AVE,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9176,475 WINTHROP ST @ TEMPLE SHAL,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9177,WINTHROP ST @ MEDFORD HS,FY2017, Saturday ,0,18,,,,,,,,,,,,
9178,WINTHROP ST OPP SMITH LN,FY2017, Saturday , -   ,1,,,,,,,,,,,,
9179,MAIN ST @ WATER ST,FY2017, Saturday ,57,4,,,,,,,,,,,,
9181,MAIN ST @ GALVIN MIDDLE SCHOO,FY2017, Saturday ,5,2,,,,,,,,,,,,
