GTFS sto_id,Stop Name,Year,Day Type,Boardings,Alightings,,,,,,,,,,,,
1708,BLUE HILL AVE @ PAXTON ST,FY2017,Weekday,62,252,,,,,,,,,,,,
1709,BLUE HILL AVE @ GREENOCK ST,FY2017,Weekday,113,234,,,,,,,,,,,,
1710,BLUE HILL AVE @ JOHNSTON RD,FY2017,Weekday,51,230,,,,,,,,,,,,
1713,BLUE HILL AVE @ GOODALE RD,FY2017,Weekday,142,259,,,,,,,,,,,,
1714,BLUE HILL AVE @ WELLINGTON HI,FY2017,Weekday,169,513,,,,,,,,,,,,
1716,BLUE HILL AVE @ MATTAPAN ST,FY2017,Weekday,173,472,,,,,,,,,,,,
1717,BLUE HILL AVE @ ALMONT ST,FY2017,Weekday,76,257,,,,,,,,,,,,
1718,BLUE HILL AVE @ WOODHAVEN ST,FY2017,Weekday,35,310,,,,,,,,,,,,
1720,BLUE HILL AVE @ MATTAPAN SQ,FY2017,Weekday,26,"1,272",,,,,,,,,,,,
1721,BLUE HILL AVE @ RIVER ST,FY2017,Weekday,38,200,,,,,,,,,,,,
1722,1624 BLUE HILL AVE @ MATTAPAN,FY2017,Weekday,"1,368",52,,,,,,,,,,,,
1723,BLUE HILL AVE @ BABSON ST,FY2017,Weekday,357,38,,,,,,,,,,,,
1724,BLUE HILL AVE OPP WOODHAVEN S,FY2017,Weekday,223,46,,,,,,,,,,,,
1725,1458 BLUE HILL AVE OPP ALMONT,FY2017,Weekday,269,96,,,,,,,,,,,,
1726,BLUE HILL AVE @ MATTAPAN LIBR,FY2017,Weekday,488,216,,,,,,,,,,,,
1728,BLUE HILL AVE @ FESSENDEN ST,FY2017,Weekday,417,176,,,,,,,,,,,,
1730,BLUE HILL AVE @ WOOLSON ST,FY2017,Weekday,352,219,,,,,,,,,,,,
1731,BLUE HILL AVE @ MORTON ST,FY2017,Weekday,514,152,,,,,,,,,,,,
1732,BLUE HILL AVE @ WOODROW AVE,FY2017,Weekday,230,67,,,,,,,,,,,,
1733,BLUE HILL AVE @ ARBUTUS ST,FY2017,Weekday,116,36,,,,,,,,,,,,
1734,BLUE HILL AVE @ CALLENDER ST,FY2017,Weekday,177,103,,,,,,,,,,,,
1735,BLUE HILL AVE @ WESTVIEW ST,FY2017,Weekday,279,92,,,,,,,,,,,,
1736,BLUE HILL AVE OPP HEALTH CTR,FY2017,Weekday,109,139,,,,,,,,,,,,
1737,BLUE HILL AVE @ TALBOT AVE,FY2017,Weekday,497,277,,,,,,,,,,,,
1739,SEAVER ST @ MAPLE ST,FY2017,Weekday,158,62,,,,,,,,,,,,
1740,SEAVER ST @ ELM HILL AVE,FY2017,Weekday,136,73,,,,,,,,,,,,
1741,SEAVER ST @ HUMBOLDT AVE,FY2017,Weekday,138,110,,,,,,,,,,,,
1742,SEAVER ST @ HAROLD ST,FY2017,Weekday,116,77,,,,,,,,,,,,
1743,COLUMBUS AVE @ WALNUT AVE,FY2017,Weekday,189,198,,,,,,,,,,,,
1747,HEATH ST @ VA HOSPITAL,FY2017,Weekday,6,3,,,,,,,,,,,,
1749,HEATH ST OPP HAYDEN ST,FY2017,Weekday,11,0,,,,,,,,,,,,
1750,HEATH ST @ WALDEN ST,FY2017,Weekday,9,2,,,,,,,,,,,,
1751,106 HEATH ST OPP BICKFORD AVE,FY2017,Weekday,12,1,,,,,,,,,,,,
1752,HEATH ST @ PARKER ST,FY2017,Weekday,1, -   ,,,,,,,,,,,,
1753,34 HEATH ST OPP BROMLEY ST,FY2017,Weekday,20,9,,,,,,,,,,,,
1755,HEATH ST @ WENSLEY ST,FY2017,Weekday, -   , -   ,,,,,,,,,,,,
1756,107 HEATH ST OPP BICKFORD AVE,FY2017,Weekday,1,6,,,,,,,,,,,,
1757,177 HEATH ST OPP WALDEN ST,FY2017,Weekday,1,11,,,,,,,,,,,,
1758,HEATH ST OPP HENNIGAN SCHOOL,FY2017,Weekday,0,15,,,,,,,,,,,,
1761,HEATH ST @ S HUNTINGTON AVE,FY2017,Weekday,40,25,,,,,,,,,,,,
1762,MAGAZINE ST @ KELLY RD,FY2017,Weekday,40,15,,,,,,,,,,,,
1763,MAGAZINE ST @ ALLSTON ST,FY2017,Weekday,35,22,,,,,,,,,,,,
1769,MAGAZINE ST @ CHESTNUT ST,FY2017,Weekday,37,15,,,,,,,,,,,,
1770,MAGAZINE ST @ RIVERSIDE RD,FY2017,Weekday,40,29,,,,,,,,,,,,
1771,GRANITE ST @ PEARL ST,FY2017,Weekday,15,13,,,,,,,,,,,,
1772,GRANITE ST @ BROOKLINE ST,FY2017,Weekday,42,16,,,,,,,,,,,,
1773,MOUNTFORT ST @ LENOX ST,FY2017,Weekday,46,140,,,,,,,,,,,,
1775,PARK DR @ BEACON ST,FY2017,Weekday,33,60,,,,,,,,,,,,
1777,BROOKLINE AVE @ PILGRIM RD,FY2017,Weekday,112,53,,,,,,,,,,,,
1778,BROOKLINE AVE @ SHORT ST,FY2017,Weekday,233,261,,,,,,,,,,,,
1779,LONGWOOD AVE @ BROOKLINE AVE,FY2017,Weekday,468,334,,,,,,,,,,,,
1780,LONGWOOD AVE @ BLACKFAN ST,FY2017,Weekday,360,238,,,,,,,,,,,,
1784,RUGGLES ST @ HUNTINGTON AVE,FY2017,Weekday,67,59,,,,,,,,,,,,
1785,RUGGLES ST @ ANNUNCIATION RD,FY2017,Weekday,11,32,,,,,,,,,,,,
1787,WASHINGTON ST @ WORCESTER ST,FY2017,Weekday,562,224,,,,,,,,,,,,
1788,WASHINGTON ST @ E NEWTON ST,FY2017,Weekday,"1,026",450,,,,,,,,,,,,
1789,WASHINGTON ST @ MYSTIC ST,FY2017,Weekday,14,32,,,,,,,,,,,,
1790,HARRISON AVE @ WORCESTER SQ,FY2017,Weekday,120,44,,,,,,,,,,,,
1791,HARRISON AVE @ E LENOX ST,FY2017,Weekday,91,33,,,,,,,,,,,,
1798,RUGGLES ST @ PARKER ST,FY2017,Weekday,25,14,,,,,,,,,,,,
1799,RUGGLES ST @ HUNTINGTON AVE,FY2017,Weekday,62,51,,,,,,,,,,,,
1800,LOUIS PRANG ST @ EVANS WAY,FY2017,Weekday,1,0,,,,,,,,,,,,
1804,BROOKLINE AVE @ LONGWOOD AVE,FY2017,Weekday,395,304,,,,,,,,,,,,
1805,BROOKLINE AVE OPP SHORT ST,FY2017,Weekday,276,202,,,,,,,,,,,,
1806,BROOKLINE AVE @ THE FENWAY,FY2017,Weekday,73,141,,,,,,,,,,,,
1807,PARK DR @ FENWAY STATION,FY2017,Weekday,246,72,,,,,,,,,,,,
1808,PARK DR @ BEACON ST,FY2017,Weekday,65,24,,,,,,,,,,,,
1809,PARK DR @ MOUNTFORT ST,FY2017,Weekday,18,18,,,,,,,,,,,,
1810,COMMONWEALTH AVE @ UNIVERSITY,FY2017,Weekday,149,60,,,,,,,,,,,,
1811,BROOKLINE ST @ GRANITE ST,FY2017,Weekday,31,73,,,,,,,,,,,,
1812,BROOKLINE ST @ PUTNAM AVE,FY2017,Weekday,39,46,,,,,,,,,,,,
1813,BROOKLINE ST @ ERIE ST,FY2017,Weekday,20,44,,,,,,,,,,,,
1814,BROOKLINE ST @ TUDOR ST,FY2017,Weekday,4,31,,,,,,,,,,,,
1816,BROOKLINE ST @ GREEN ST,FY2017,Weekday,7,148,,,,,,,,,,,,
1836,INDEPENDECE DR OPP SHOPPING M,FY2017,Weekday,25,21,,,,,,,,,,,,
1838,OPP 650 VFW PKWY,FY2017,Weekday,0,1,,,,,,,,,,,,
1839,VFW PKWY @ COREY ST,FY2017,Weekday,0, -   ,,,,,,,,,,,,
1840,310 COREY ST,FY2017,Weekday,10,6,,,,,,,,,,,,
1841,COREY ST @ WELD ST,FY2017,Weekday,2,7,,,,,,,,,,,,
1842,WELD ST @ RUSKIN ST,FY2017,Weekday,3,2,,,,,,,,,,,,
1843,WELD ST @ MAPLE ST,FY2017,Weekday,2,4,,,,,,,,,,,,
1844,WELD ST @ WILLOW ST,FY2017,Weekday,10,6,,,,,,,,,,,,
1845,WELD ST @ MANTHORNE RD,FY2017,Weekday,6,3,,,,,,,,,,,,
1846,WELD ST @ RUSSETT RD,FY2017,Weekday,9,4,,,,,,,,,,,,
1847,WELD ST @ CHURCH ST,FY2017,Weekday,11,2,,,,,,,,,,,,
1848,WELD ST @ W ROXBURY PKWY,FY2017,Weekday,3,0,,,,,,,,,,,,
1849,WELD ST @ BURNSIDE AVE,FY2017,Weekday,3,3,,,,,,,,,,,,
1850,WELD ST @ RAVENNA RD,FY2017,Weekday,2,1,,,,,,,,,,,,
1851,WELD ST @ CERDAN AVE,FY2017,Weekday,5,1,,,,,,,,,,,,
1852,WELD ST @ COLBY RD,FY2017,Weekday,0,1,,,,,,,,,,,,
1853,WELD ST @ CENTRE ST,FY2017,Weekday,5,9,,,,,,,,,,,,
1856,170 WALTER ST,FY2017,Weekday,3,4,,,,,,,,,,,,
1857,144 WALTER ST OPP MENDUM ST,FY2017,Weekday,6,3,,,,,,,,,,,,
1858,112 WALTER ST OPP COTTON ST,FY2017,Weekday,3,0,,,,,,,,,,,,
1859,WALTER ST @ SHEFFIELD ST,FY2017,Weekday,9,2,,,,,,,,,,,,
1860,WALTER ST @ HEWLETT ST,FY2017,Weekday,25,7,,,,,,,,,,,,
1867,ROBERT ST @ BELGRADE AVE,FY2017,Weekday,14,2,,,,,,,,,,,,
1869,31 WALTER ST OPP SHEFFIELD ST,FY2017,Weekday,1,4,,,,,,,,,,,,
1870,WALTER ST @ COTTON ST,FY2017,Weekday,0,5,,,,,,,,,,,,
1871,WALTER ST @ MENDUM ST,FY2017,Weekday,2,9,,,,,,,,,,,,
1872,OPP 174 WALTER ST,FY2017,Weekday,1,7,,,,,,,,,,,,
1875,WELD ST @ CENTRE ST,FY2017,Weekday,13,13,,,,,,,,,,,,
1876,WELD ST @ ALWARD RD,FY2017,Weekday,2,4,,,,,,,,,,,,
1877,WELD ST @ MOREY ST,FY2017,Weekday,0,3,,,,,,,,,,,,
1878,WELD ST @ GRETTER RD,FY2017,Weekday,2,3,,,,,,,,,,,,
1879,WELD ST @ LANTERN LN,FY2017,Weekday,1,4,,,,,,,,,,,,
1880,WELD ST @ W ROXBURY PKWY,FY2017,Weekday,2,5,,,,,,,,,,,,
1881,WELD ST @ CHURCH ST,FY2017,Weekday,4,13,,,,,,,,,,,,
1882,WELD ST @ RUSSET RD,FY2017,Weekday,1,12,,,,,,,,,,,,
1883,WELD ST @ MANTHORNE RD,FY2017,Weekday,7,12,,,,,,,,,,,,
1884,WELD ST @ WILLOW ST,FY2017,Weekday,4,7,,,,,,,,,,,,
1885,WELD ST @ MAPLE ST,FY2017,Weekday,5,4,,,,,,,,,,,,
1886,WELD ST @ AVALON RD,FY2017,Weekday,2,3,,,,,,,,,,,,
1887,WELD ST @ COREY ST,FY2017,Weekday,5,4,,,,,,,,,,,,
1888,COREY ST @ VFW PKWY,FY2017,Weekday,9,13,,,,,,,,,,,,
1889,650 VFW PKWY,FY2017,Weekday,0,0,,,,,,,,,,,,
1890,286 INDEPENDENCE DR,FY2017,Weekday,25,30,,,,,,,,,,,,
1891,INDEPENDENCE DR @ THORNTON RD,FY2017,Weekday,14,4,,,,,,,,,,,,
1892,INDEPENDENCE DR OPP GERRY RD,FY2017,Weekday,34,5,,,,,,,,,,,,
1893,GROVE ST @ RUSSET RD,FY2017,Weekday,10,6,,,,,,,,,,,,
1895,GROVE ST @ SOUTH ST,FY2017,Weekday,19,9,,,,,,,,,,,,
1900,CENTRE ST @ PEARL ST,FY2017,Weekday,107,7,,,,,,,,,,,,
1920,IPSWICH ST @ CHARLESGATE EAST,FY2017,Weekday,0,1,,,,,,,,,,,,
1921,IPSWICH ST @ LANSDOWNE ST,FY2017,Weekday,1,34,,,,,,,,,,,,
1922,IPSWICH ST @ BOYLSTON ST,FY2017,Weekday,2,20,,,,,,,,,,,,
1923,BOYLSTON ST @ JERSEY ST,FY2017,Weekday,1,57,,,,,,,,,,,,
1924,KILMARNOCK ST @ PETERBOROUGH,FY2017,Weekday,3,40,,,,,,,,,,,,
1925,KILMARNOCK ST @ QUEENSBERRY S,FY2017,Weekday,37,33,,,,,,,,,,,,
1926,QUEENSBERRY ST @ JERSEY ST,FY2017,Weekday,195,42,,,,,,,,,,,,
1927,JERSEY ST @ BOYLSTON,FY2017,Weekday,95,1,,,,,,,,,,,,
1928,IPSWICH ST @ BOYLSTON ST,FY2017,Weekday,28,1,,,,,,,,,,,,
1929,IPSWICH ST @ LANSDOWNE ST,FY2017,Weekday,24,1,,,,,,,,,,,,
1930,IPSWICH ST @ CHARLESGATE EAST,FY2017,Weekday,2,0,,,,,,,,,,,,
1931,IPSWICH ST @ BOYLSTON ST,FY2017,Weekday,5,7,,,,,,,,,,,,
1932,BOYLSTON ST @ SAINT CECILIA S,FY2017,Weekday,7,40,,,,,,,,,,,,
1936,SOUTH ST @ SPALDING ST,FY2017,Weekday,98,44,,,,,,,,,,,,
1937,SOUTH ST @ CHILD ST,FY2017,Weekday,152,142,,,,,,,,,,,,
1938,SOUTH ST @ CAROLINA AVE,FY2017,Weekday,69,42,,,,,,,,,,,,
1939,775 CENTRE ST,FY2017,Weekday,58,226,,,,,,,,,,,,
1940,CENTRE ST @ ALDWORTH ST,FY2017,Weekday,1,2,,,,,,,,,,,,
1941,CENTRE ST @ ORCHARD ST,FY2017,Weekday,1,2,,,,,,,,,,,,
1965,BOYLSTON ST @ STAR MARKET - S,FY2017,Weekday,18,70,,,,,,,,,,,,
1984,BOYLSTON ST @ HAMMOND ST,FY2017,Weekday,37,5,,,,,,,,,,,,
1994,WINSHIP ST @ UNION ST,FY2017,Weekday,1,128,,,,,,,,,,,,
2002,CENTRE ST @ ARBORWAY,FY2017,Weekday,3,2,,,,,,,,,,,,
2003,CENTRE ST @ BALLARD ST,FY2017,Weekday,2,4,,,,,,,,,,,,
2006,SOUTH ST @ JAMAICA ST,FY2017,Weekday,95,161,,,,,,,,,,,,
2007,SOUTH ST @ ST ROSE ST,FY2017,Weekday,17,90,,,,,,,,,,,,
2020,MT AUBURN ST @ STORY ST,FY2017,Weekday,432,33,,,,,,,,,,,,
2021,MT AUBURN ST @ ASH ST,FY2017,Weekday,28,7,,,,,,,,,,,,
2023,MT AUBURN ST @ SPARKS ST,FY2017,Weekday,23,52,,,,,,,,,,,,
2025,MT AUBURN ST @ LONGFELLOW RD,FY2017,Weekday,79,330,,,,,,,,,,,,
2026,MT AUBURN ST @ TRAILL ST,FY2017,Weekday,22,57,,,,,,,,,,,,
2027,MT AUBURN ST OPP COOLIDGE AVE,FY2017,Weekday,6,63,,,,,,,,,,,,
2028,MT AUBURN ST @ BRATTLE ST,FY2017,Weekday,1,31,,,,,,,,,,,,
2029,MT AUBURN ST @ ABERDEEN AVE,FY2017,Weekday,13,91,,,,,,,,,,,,
2030,MT AUBURN ST @ HOMER AVE,FY2017,Weekday,228,408,,,,,,,,,,,,
2032,MT AUBURN ST @ SAINT MARYS ST,FY2017,Weekday,31,47,,,,,,,,,,,,
2033,MT AUBURN ST @ KEENAN ST,FY2017,Weekday,30,194,,,,,,,,,,,,
2034,MT AUBURN ST @ KIMBALL RD,FY2017,Weekday,97,244,,,,,,,,,,,,
2036,MT AUBURN ST @ UPLAND RD,FY2017,Weekday,26,74,,,,,,,,,,,,
2037,MT AUBURN ST @ WINSOR AVE,FY2017,Weekday,14,66,,,,,,,,,,,,
2038,MT AUBURN ST @ ADAMS AVE,FY2017,Weekday,26,67,,,,,,,,,,,,
2040,MT AUBURN ST @ AMHERST RD,FY2017,Weekday,13,57,,,,,,,,,,,,
2042,MT AUBURN ST @ RUSSELL AVE,FY2017,Weekday,4,82,,,,,,,,,,,,
2043,MT AUBURN ST @ MARSHALL ST,FY2017,Weekday,4,123,,,,,,,,,,,,
2044,MT AUBURN ST @ SUMMER ST,FY2017,Weekday,2,98,,,,,,,,,,,,
2046,MT AUBURN ST @ MAIN ST,FY2017,Weekday, -   ,291,,,,,,,,,,,,
2047,MT AUBURN ST @ BATES RD E,FY2017,Weekday,4,49,,,,,,,,,,,,
2048,MT AUBURN ST @ MAIN ST,FY2017,Weekday,127,4,,,,,,,,,,,,
2049,MT AUBURN ST @ PATTEN ST,FY2017,Weekday,100,2,,,,,,,,,,,,
2050,MT AUBURN ST @ PARKER ST,FY2017,Weekday,120,2,,,,,,,,,,,,
2051,MT AUBURN ST @ FRANKLIN ST,FY2017,Weekday,52,2,,,,,,,,,,,,
2052,MT AUBURN ST @ WALNUT ST,FY2017,Weekday,56,2,,,,,,,,,,,,
2054,MT AUBURN ST @ BOYLSTON ST,FY2017,Weekday,80,7,,,,,,,,,,,,
2056,MT AUBURN ST @ WINTHROP ST,FY2017,Weekday,57,13,,,,,,,,,,,,
2057,MT AUBURN ST @ SCHOOL ST,FY2017,Weekday,124,15,,,,,,,,,,,,
2058,MT AUBURN ST @ ADAMS ST,FY2017,Weekday,109,16,,,,,,,,,,,,
2060,MT AUBURN ST @ BIGELOW AVE,FY2017,Weekday,268,71,,,,,,,,,,,,
2061,MT AUBURN ST OPP KEENAN ST,FY2017,Weekday,192,37,,,,,,,,,,,,
2062,MT AUBURN ST @ RALPH PITERI T,FY2017,Weekday,59,17,,,,,,,,,,,,
2064,MT AUBURN ST OPP HOMER AVE,FY2017,Weekday,387,104,,,,,,,,,,,,
2065,MT AUBURN ST @ ABERDEEN AVE,FY2017,Weekday,48,13,,,,,,,,,,,,
2066,MT AUBURN ST OPP BRATTLE ST,FY2017,Weekday,23,5,,,,,,,,,,,,
2067,MT AUBURN ST @ COOLIDGE AVE,FY2017,Weekday,51,6,,,,,,,,,,,,
2068,MT AUBURN ST OPP TRAILL ST,FY2017,Weekday,62,19,,,,,,,,,,,,
2070,MT AUBURN ST @ MT AUBURN HOSP,FY2017,Weekday,318,85,,,,,,,,,,,,
2071,MT AUBURN ST OPP SPARKS ST,FY2017,Weekday,49,21,,,,,,,,,,,,
2073,MT AUBURN ST @ BREWER ST,FY2017,Weekday,12,125,,,,,,,,,,,,
2074,MT AUBURN ST @ UNIVERSITY RD,FY2017,Weekday,20,540,,,,,,,,,,,,
2076,HARVARD LOWER BUSWAY @ RED LINE,FY2017,Weekday,"4,018","2,883",,,,,,,,,,,,
2077,ABERDEEN AVE @ MT AUBURN ST,FY2017,Weekday,57, -   ,,,,,,,,,,,,
2078,61 ABERDEEN AVE,FY2017,Weekday,15,1,,,,,,,,,,,,
2079,ABERDEEN AVE @ HURON AVE,FY2017,Weekday,75,1,,,,,,,,,,,,
2080,HURON AVE @ LARCH RD,FY2017,Weekday,32,0,,,,,,,,,,,,
2081,HURON AVE @ LEXINGTON AVE,FY2017,Weekday,32,2,,,,,,,,,,,,
2082,HURON AVE @ LAKE VIEW AVE,FY2017,Weekday,38,1,,,,,,,,,,,,
2083,HURON AVE @ GURNEY ST,FY2017,Weekday,82,3,,,,,,,,,,,,
2084,HURON AVE @ RESERVOIR ST,FY2017,Weekday,29,2,,,,,,,,,,,,
2085,HURON AVE @ APPLETON ST,FY2017,Weekday,21,2,,,,,,,,,,,,
2086,HURON AVE @ CONCORD AVE,FY2017,Weekday,63,7,,,,,,,,,,,,
2090,HURON AVE @ VASSAL LN,FY2017,Weekday,3,31,,,,,,,,,,,,
2091,HURON AVE @ RESERVOIR ST,FY2017,Weekday,3,17,,,,,,,,,,,,
2092,HURON AVE @ FAYERWEATHER ST,FY2017,Weekday,3,72,,,,,,,,,,,,
2093,HURON AVE @ LAKE VIEW AVE,FY2017,Weekday,1,33,,,,,,,,,,,,
2094,HURON AVE @ LEXINGTON AVE,FY2017,Weekday,0,36,,,,,,,,,,,,
2095,HURON AVE @ LARCH RD,FY2017,Weekday,0,26,,,,,,,,,,,,
2096,ABERDEEN AVE @ HURON AVE,FY2017,Weekday,2,81,,,,,,,,,,,,
2097,OPP 61 ABERDEEN AVE,FY2017,Weekday,0,8,,,,,,,,,,,,
2098,ABERDEEN AVE @ MT AUBURN ST,FY2017,Weekday, -   ,42,,,,,,,,,,,,
2099,TRAPELO RD @ CHURCH ST,FY2017,Weekday,50,40,,,,,,,,,,,,
2101,TRAPELO RD @ SYCAMORE ST,FY2017,Weekday,99,1,,,,,,,,,,,,
2102,TRAPELO RD @ BEECH ST,FY2017,Weekday,213,5,,,,,,,,,,,,
2103,TRAPELO RD @ WALNUT ST,FY2017,Weekday,80,2,,,,,,,,,,,,
2104,TRAPELO RD @ BARTLETT AVE,FY2017,Weekday,256,10,,,,,,,,,,,,
2106,TRAPELO RD @ WILLISTON RD - C,FY2017,Weekday,214,30,,,,,,,,,,,,
2107,36 TRAPELO RD,FY2017,Weekday,32,3,,,,,,,,,,,,
2108,TRAPELO RD @ BELMONT ST - BEN,FY2017,Weekday,92,6,,,,,,,,,,,,
2110,BELMONT ST OPP PAYSON ST,FY2017,Weekday,120,10,,,,,,,,,,,,
2112,BELMONT ST @ LANGDON AVE,FY2017,Weekday,162,13,,,,,,,,,,,,
2113,BELMONT ST @ WOODLEIGH RD,FY2017,Weekday,198,18,,,,,,,,,,,,
2115,BELMONT ST @ PRENTISS ST,FY2017,Weekday,235,28,,,,,,,,,,,,
2116,PURCHASE ST @ PEARL ST,FY2017,Weekday,10,7,,,,,,,,,,,,
2117,BELMONT ST @ ST. MARY'S ST,FY2017,Weekday,144,19,,,,,,,,,,,,
2118,BELMONT ST @ CUSHING ST,FY2017,Weekday,24,105,,,,,,,,,,,,
2119,BELMONT ST @ SULLIVAN RD,FY2017,Weekday,14,159,,,,,,,,,,,,
2121,BELMONT ST @ MARLBORO ST,FY2017,Weekday,41,188,,,,,,,,,,,,
2122,BELMONT ST @ FALMOUTH ST,FY2017,Weekday,15,148,,,,,,,,,,,,
2123,BELMONT ST @ SCHOOL ST,FY2017,Weekday,16,148,,,,,,,,,,,,
2124,BELMONT ST @ PAYSON RD,FY2017,Weekday,8,85,,,,,,,,,,,,
2125,BELMONT ST @ OAKLEY RD,FY2017,Weekday,3,87,,,,,,,,,,,,
2126,TRAPELO RD @ WILLOW ST,FY2017,Weekday,4,77,,,,,,,,,,,,
2127,TRAPELO RD OPP WILLISTON RD -,FY2017,Weekday,20,151,,,,,,,,,,,,
2128,TRAPELO RD OPP POPLAR ST,FY2017,Weekday,6,92,,,,,,,,,,,,
2129,TRAPELO RD @ SLADE ST,FY2017,Weekday,8,192,,,,,,,,,,,,
2130,TRAPELO RD OPP WALNUT ST,FY2017,Weekday,2,98,,,,,,,,,,,,
2131,TRAPELO RD @ BEECH ST,FY2017,Weekday,5,242,,,,,,,,,,,,
2133,TRAPELO RD @ WAVERLEY ST,FY2017,Weekday,1,105,,,,,,,,,,,,
2134,CHURCH ST @ LEXINGTON ST,FY2017,Weekday,787,734,,,,,,,,,,,,
2135,ALEXANDER AVE @ LEONARD ST,FY2017,Weekday,96,95,,,,,,,,,,,,
2136,LEONARD ST @ MOORE ST - BELMO,FY2017,Weekday,41,1,,,,,,,,,,,,
2137,CONCORD AVE @ LEONARD ST,FY2017,Weekday,20,0,,,,,,,,,,,,
2138,OPP 385 CONCORD AVE,FY2017,Weekday,12,0,,,,,,,,,,,,
2139,CONCORD AVE @ COTTAGE ST,FY2017,Weekday,25,0,,,,,,,,,,,,
2140,CONCORD AVE @ MYRTLE ST,FY2017,Weekday,12,0,,,,,,,,,,,,
2141,CONCORD AVE @ ORCHARD ST,FY2017,Weekday,41,2,,,,,,,,,,,,
2142,CONCORD AVE @ LOUISE RD,FY2017,Weekday,7, -   ,,,,,,,,,,,,
2143,CONCORD AVE @ EDGEMOOR RD,FY2017,Weekday,4,0,,,,,,,,,,,,
2144,CONCORD AVE @ WATSON RD,FY2017,Weekday,44,2,,,,,,,,,,,,
2145,BRIGHT RD @ GALE RD,FY2017,Weekday,14,1,,,,,,,,,,,,
2146,BRIGHT RD @ WASHINGTON ST,FY2017,Weekday,41,3,,,,,,,,,,,,
2147,BLANCHARD RD OPP GLEN RD,FY2017,Weekday,0,0,,,,,,,,,,,,
2148,CONCORD AVE OPP SANCTA MARIA,FY2017,Weekday,74,2,,,,,,,,,,,,
2149,CONCORD AVE @ SPINELLI PL,FY2017,Weekday,36,3,,,,,,,,,,,,
2150,CONCORD AVE OPP SMITH PL,FY2017,Weekday,59,1,,,,,,,,,,,,
2151,CONCORD AVE OPP MOULTON ST,FY2017,Weekday,45,4,,,,,,,,,,,,
2152,CONCORD AVE OPP FAWCETT ST,FY2017,Weekday,78,3,,,,,,,,,,,,
2153,CONCORD AVE OPP WHEELER ST,FY2017,Weekday,35,7,,,,,,,,,,,,
2154,CONCORD AVE OPP NEW ST,FY2017,Weekday,14,5,,,,,,,,,,,,
2155,CONCORD AVE OPP FERN ST,FY2017,Weekday,70,6,,,,,,,,,,,,
2156,CONCORD AVE @ ALPINE ST,FY2017,Weekday,46,4,,,,,,,,,,,,
2157,CONCORD AVE @ FAYERWEATHER ST,FY2017,Weekday,32,2,,,,,,,,,,,,
2158,CONCORD AVE @ WALDEN ST,FY2017,Weekday,48,5,,,,,,,,,,,,
2159,CONCORD AVE @ HURON AVE,FY2017,Weekday,75,16,,,,,,,,,,,,
2160,CONCORD AVE @ BUCKINGHAM ST,FY2017,Weekday,47,10,,,,,,,,,,,,
2161,CONCORD AVE @ PARKER ST,FY2017,Weekday,30,8,,,,,,,,,,,,
2162,CONCORD AVE @ CRAIGIE ST,FY2017,Weekday,36,6,,,,,,,,,,,,
2163,CONCORD AVE @ GARDEN ST,FY2017,Weekday,21,22,,,,,,,,,,,,
2166,QUINCY ST @ BROADWAY OPP FOGG,FY2017,Weekday,152,54,,,,,,,,,,,,
2167,QUINCY ST @ HARVARD ST,FY2017,Weekday,60,46,,,,,,,,,,,,
2168,MASSACHUSETTS AVE @ JOHNSTON,FY2017,Weekday,670,19,,,,,,,,,,,,
2170,GARDEN ST OPP MASON ST,FY2017,Weekday,56,8,,,,,,,,,,,,
2171,GARDEN ST @ CONCORD AVE,FY2017,Weekday,17,5,,,,,,,,,,,,
2172,CONCORD AVE @ CHAUNCY ST,FY2017,Weekday,21,9,,,,,,,,,,,,
2173,CONCORD AVE OPP CRAIGIE ST,FY2017,Weekday,6,29,,,,,,,,,,,,
2174,CONCORD AVE @ BOND ST,FY2017,Weekday,9,33,,,,,,,,,,,,
2175,CONCORD ST OPP BUCKINGHAM ST,FY2017,Weekday,8,38,,,,,,,,,,,,
2176,CONCORD AVE @ HURON AVE,FY2017,Weekday,23,154,,,,,,,,,,,,
2177,CONCORD AVE @ WALDEN ST,FY2017,Weekday,7,55,,,,,,,,,,,,
2178,CONCORD AVE @ FAYERWEATHER ST,FY2017,Weekday,1,30,,,,,,,,,,,,
2179,CONCORD AVE @ ALPINE ST,FY2017,Weekday,3,64,,,,,,,,,,,,
2180,CONCORD AVE @ BIRCH ST,FY2017,Weekday,3,46,,,,,,,,,,,,
2181,CONCORD AVE @ NEW ST,FY2017,Weekday,5,25,,,,,,,,,,,,
2182,CONCORD AVE @ WHEELER ST,FY2017,Weekday,15,78,,,,,,,,,,,,
2183,CONCORD AVE @ FAWCETT ST,FY2017,Weekday,1,20,,,,,,,,,,,,
2184,CONCORD AVE @ MOULTON ST,FY2017,Weekday,4,38,,,,,,,,,,,,
2185,CONCORD AVE @ SMITH PL,FY2017,Weekday,3,68,,,,,,,,,,,,
2186,CONCORD AVE @ SPINELLI PL,FY2017,Weekday,4,45,,,,,,,,,,,,
2187,799 CONCORD AVE,FY2017,Weekday,3,90,,,,,,,,,,,,
2188,BLANCHARD RD @ GLEN RD,FY2017,Weekday, -   ,3,,,,,,,,,,,,
2189,BRIGHT RD @ WASHINGTON ST,FY2017,Weekday,0,35,,,,,,,,,,,,
