Stop #,Stop Name,Year,Day Type,Boardings,Alightings
7850,RIVER ST @ BRIGHT ST,FY2018,Weekday,4,1
7851,RIVER ST @ SCHOOL AVE,FY2018,Weekday,3,1
7852,RIVER ST @ SEYON ST,FY2018,Weekday,11,5
7853,540 PLEASANT ST,FY2018,Weekday,1,1
7854,CALIFORNIA ST @ BRIDGE ST,FY2018,Weekday,5,0
7855,75 CHAPEL ST,FY2018,Weekday,2,1
7856,CHAPEL ST @ WATERTOWN ST,FY2018,Weekday,8,2
7858,ADAMS ST @ LINCOLN RD,FY2018,Weekday,8,1
7859,SCHOOL ST @ LEXINGTON ST,FY2018,Weekday,13,16
7860,LEXINGTON ST @ LEXINGTON TERR,FY2018,Weekday,1,3
7861,LEXINGTON ST OPP SHOPPING PLA,FY2018,Weekday,5,7
7862,DALE ST @ LEXINGTON ST,FY2018,Weekday,0,2
7863,45 DALE ST,FY2018,Weekday, -   ,1
7864,DALE ST @ BACON ST,FY2018,Weekday,1,5
7865,BEAVER ST @ VALLEY VIEW RD,FY2018,Weekday, -   ,1
7873,WALTHAM ST OPP WACHUSETT DR,FY2018,Weekday,2, -   
7874,WORTHEN RD @ WALTHAM ST,FY2018,Weekday,14,4
7878,MASSACHUSETTS AVE @ DEPOT SQ,FY2018,Weekday,21,127
7879,SPRINGS RD @ PINE HILL RD,FY2018,Weekday,1,0
7880,SPRINGS RD @ NICKERSON RD,FY2018,Weekday,0,0
7881,SPRINGS RD OPP HILLSIDE AVE,FY2018,Weekday,1,0
7882,SPRINGS RD @ HANCOCK ST,FY2018,Weekday,1,0
7883,SOUTH RD @ GREAT RD,FY2018,Weekday,17,8
7884,SOUTH RD OPP CRESCENT AVE,FY2018,Weekday,1, -   
7885,SOUTH RD OPP HARTFORD ST,FY2018,Weekday,1, -   
7886,SOUTH RD @ RAILROAD AVE,FY2018,Weekday,7,0
7887,LOOMIS ST OPP HARTFORD ST,FY2018,Weekday,12,0
7888,LOOMIS ST @ WINTHROP AVE,FY2018,Weekday,1, -   
7889,LOOMIS ST @ GREAT RD,FY2018,Weekday,14,1
7890,GREAT RD OPP BROOKSBIE RD,FY2018,Weekday,1, -   
7891,GREAT RD @ ROBERTS DR,FY2018,Weekday,5, -   
7892,GREAT RD @ SHOPPING CENTER,FY2018,Weekday,13,4
7893,GREAT RD OPP SHAWSHEEN AVE,FY2018,Weekday,1, -   
7894,GREAT ROAD @ PINE ST,FY2018,Weekday,8,0
7895,GREAT RD OPP MASARDIS ST,FY2018,Weekday,1,0
7896,GREAT RD @ PERHAM ST - LEXING,FY2018,Weekday,1, -   
7897,BEDFORD ST OPP WINTER ST,FY2018,Weekday,2,0
7898,BEDFORD ST @ HARTWELL AVE,FY2018,Weekday,18, -   
7899,BEDFORD ST @ NATIONAL GUARD A,FY2018,Weekday, -   , -   
7900,BEDFORD ST @ ELDRED ST,FY2018,Weekday,19,1
7902,BEDFORD ST OPP SIMONDS RD,FY2018,Weekday,12,0
7903,BEDFORD ST @ HARDING RD,FY2018,Weekday,9,2
7904,BEDFORD ST OPP LEDGELAWN AVE,FY2018,Weekday,2,0
7905,BEDFORD ST @ SUNNY KNOLL AVE,FY2018,Weekday,9,0
7906,BEDFORD ST @ VAILLE AVE,FY2018,Weekday,2,0
7907,BEDFORD ST @ REED ST,FY2018,Weekday,4,0
7908,BEDFORD ST @ HILL ST,FY2018,Weekday,6,2
7909,BEDFORD ST @ TEWKSBURY ST,FY2018,Weekday,4,1
7910,OPP 57 BEDFORD ST,FY2018,Weekday,6,5
7911,BEDFORD ST @ WORTHEN RD,FY2018,Weekday,13,2
7912,BEDFORD ST @ HARRINGTON RD,FY2018,Weekday,1,0
7913,MASSACHUSETTS AVE @ OAK ST,FY2018,Weekday,7,1
7914,430 MASSACHUSETTS AVE,FY2018,Weekday,2,0
7915,MASSACHUSETTS AVE @ FOTTLER A,FY2018,Weekday,8,1
7916,MASSACHUSETTS AVE @ CHARLES S,FY2018,Weekday,12,2
7917,MASSACHUSETTS AVE @ BOW ST,FY2018,Weekday,12,1
7918,MASSACHUSETTS AVE @ HIBBERT S,FY2018,Weekday,16,1
7919,MASSACHUSETTS AVE OPP DRAKE R,FY2018,Weekday,10,5
7921,MASSACHUSETTS AVE @ PAUL REVE,FY2018,Weekday,13,5
7922,ARLINGTON HEIGHTS BUSWAY,FY2018,Weekday,471,485
7953,SUMMER ST OPP WASHINGTON ST,FY2018,Weekday,1,6
7954,WASHINGTON ST @ CANDIA ST,FY2018,Weekday,1,9
7955,WASHINGTON ST @ RONALD RD,FY2018,Weekday,8,23
7956,WASHINGTON ST @ PHEASANT AVE,FY2018,Weekday,2,6
7957,WASHINGTON ST @ MOHAWK RD,FY2018,Weekday,6,7
7959,CLYDE TERR @ LAWRENCE LN,FY2018,Weekday,22,15
7960,FOREST ST @ THOMAS ST,FY2018,Weekday,6,3
7961,FOREST ST @ HEARD RD,FY2018,Weekday,22,17
7962,FOREST ST @ HANCOCK ST,FY2018,Weekday,5,7
7963,FOREST ST @ SUNSET RD,FY2018,Weekday,18,10
7965,SUMMER ST @ WASHINGTON ST,FY2018,Weekday,19,0
7966,SUMMER ST OPP SYMMES RD,FY2018,Weekday,38,1
7967,SUMMER ST OPP OAK HILL DR,FY2018,Weekday,16,0
7968,SUMMER ST OPP RICHFIELD RD,FY2018,Weekday,6,1
7969,MILL ST OPP BACON ST,FY2018,Weekday,16,17
7976,MILL ST @ BACON ST,FY2018,Weekday,10,7
7977,SUMMER ST @ RICHFIELD ST,FY2018,Weekday,1,6
7978,SUMMER ST @ OAK HILL DR,FY2018,Weekday,0,10
7979,SUMMER ST @ SYMMES RD,FY2018,Weekday,4,22
7981,SYMMES CIRCLE @ SYMMES RD,FY2018,Weekday,5,14
8144,WEBSTER ST @ ELDER ST,FY2018,Weekday,2,0
8145,CHESTNUT ST @ ELLIOT ST,FY2018,Weekday,12,2
8146,CHESTNUT ST @ OAK ST,FY2018,Weekday,26,5
8147,OAK ST @ ELLIOT ST,FY2018,Weekday,3,1
8148,ELLIOT ST @ LINDEN ST,FY2018,Weekday,2,0
8149,ELLIOT ST @ WETHERELL ST,FY2018,Weekday,1,1
8150,ELLIOT ST @ COLUMBIA AVE,FY2018,Weekday,3,1
8151,ELLIOT ST OPP CHARLES ST,FY2018,Weekday,1,0
8152,WOODWARD ST @ BOYLSTON ST,FY2018,Weekday,1,1
8153,LINCOLN ST @ WOODWARD ST,FY2018,Weekday,0,1
8154,LINCOLN ST @ BOWDOIN ST,FY2018,Weekday,1, -   
8155,WALNUT ST @ LINCOLN ST,FY2018,Weekday,113,170
8156,WALNUT ST @ DUNCKLEE ST,FY2018,Weekday,1,0
8157,WALNUT ST @ BEACON ST,FY2018,Weekday,2,1
8158,WALNUT ST @ BRENTWOOD AVE,FY2018,Weekday,2,1
8159,796 WALNUT ST,FY2018,Weekday,0,0
8160,WALNUT ST @ HOMER ST,FY2018,Weekday,11,10
8161,WALNUT ST @ COMMONWEALTH AVE,FY2018,Weekday,2,1
8162,WALNUT ST @ PROSPECT AVE,FY2018,Weekday,1,3
8163,WALNUT ST @ MILL ST,FY2018,Weekday,1,3
8164,WALNUT ST @ CLYDE ST,FY2018,Weekday,9,8
8165,WALNUT ST OPP OTIS ST,FY2018,Weekday,4,4
8166,WALNUT ST @ NEWTONVILLE AVE,FY2018,Weekday,16,16
8167,WALNUT ST @ WASHINGTON ST,FY2018,Weekday,24,27
8168,WALNUT ST @ PAGE RD,FY2018,Weekday,2,4
8169,WATERTOWN ST @ CRAFTS ST,FY2018,Weekday,4,4
8170,WATERTOWN ST @ ADAMS ST,FY2018,Weekday,11,30
8171,WATERTOWN ST @ CHAPEL ST,FY2018,Weekday,14,18
8172,WATERTOWN ST @ PEARL ST,FY2018,Weekday,4,17
8173,WATERTOWN ST @ WASHBURN ST,FY2018,Weekday,1,5
8174,WATERTOWN ST @ POND ST,FY2018,Weekday,1,4
8175,WATERTOWN ST @ MORSE ST,FY2018,Weekday,1,7
8176,WATERTOWN ST @ FIFTH AVE,FY2018,Weekday,1,1
8177,WATERTOWN ST OPP CALIFORNIA S,FY2018,Weekday, -   ,6
8178,WATERTOWN SQ TERMINAL,FY2018,Weekday,802,576
8179,WATERTOWN ST @ GALEN ST,FY2018,Weekday,20,2
8180,WATERTOWN ST OPP ALDRICH RD,FY2018,Weekday,3, -   
8181,WATERTOWN ST @ FIFTH ST,FY2018,Weekday,2,2
8182,WATERTOWN ST OPP MORSE ST,FY2018,Weekday,3,5
8183,WATERTOWN ST OPP POND ST,FY2018,Weekday,4,2
8185,WATERTOWN ST OPP PEARL ST,FY2018,Weekday,21,7
8186,WATERTOWN ST @ CHAPEL ST,FY2018,Weekday,19,8
8187,WATERTOWN ST @ ADAMS ST,FY2018,Weekday,47,13
8188,503 WATERTOWN ST,FY2018,Weekday,3,6
8189,WALNUT ST @ WATERTOWN ST,FY2018,Weekday,27,11
8192,WALNUT ST @ OTIS ST,FY2018,Weekday,8,6
8193,WALNUT ST @ CLYDE ST,FY2018,Weekday,13,19
8194,WALNUT ST @ MILL ST,FY2018,Weekday,3,1
8195,WALNUT ST @ PROSPECT AVE,FY2018,Weekday,1,1
8196,WALNUT ST @ COMMONWEALTH AVE,FY2018,Weekday,1,2
8197,WALNUT ST @ HOMER ST,FY2018,Weekday,12,13
8198,791 WALNUT ST,FY2018,Weekday,0,1
8199,WALNUT ST @ BRENTWOOD AVE,FY2018,Weekday,1,1
8200,WALNUT ST @ BEACON ST,FY2018,Weekday,8,9
8202,WALNUT ST @ DUNCKLEE ST,FY2018,Weekday, -   ,0
8203,WALNUT ST @ LINCOLN ST - NEWT,FY2018,Weekday,179,123
8204,69 LINCOLN ST,FY2018,Weekday,0,1
8205,LINCOLN ST @ BOWDOIN ST,FY2018,Weekday,0,1
8206,LINCOLN ST @ WOODWARD ST,FY2018,Weekday,0,1
8207,WOODWARD ST @ BOYLSTON ST,FY2018,Weekday,0,1
8208,ELLIOT ST @ CHARLES ST,FY2018,Weekday,0,1
8209,ELLIOT ST @ COLUMBIA AVE,FY2018,Weekday,0,3
8210,ELLIOT ST @ COTTAGE ST,FY2018,Weekday,1,3
8211,ELLIOT ST @ LINDEN ST,FY2018,Weekday, -   ,2
8212,OAK ST @ ELLIOT ST,FY2018,Weekday,1,4
8213,OAK ST @ CHESTNUT ST,FY2018,Weekday,4,40
8229,CAMBRIDGE ST OPP WILMINGTON R,FY2018,Weekday,57,0
8230,CAMBRIDGE ST OPP CHESTNUT AVE,FY2018,Weekday,5, -   
8231,CAMBRIDGE ST @ GREAT PINES AV,FY2018,Weekday,10, -   
8232,CAMBRIDGE ST OPP SKILTON LN,FY2018,Weekday,12,0
8233,CAMBRIDGE ST @ TERRY AVE,FY2018,Weekday,28,1
8234,CAMBRIDGE ST @ CHURCH LN,FY2018,Weekday,11,0
8235,CAMBRIDGE ST @ BEDFORD ST,FY2018,Weekday,47,2
8236,127 CAMBRIDGE ST OPP CEDARWOO,FY2018,Weekday,3, -   
8237,CAMBRIDGE ST OPP BIRCHCREST S,FY2018,Weekday,8,0
8238,CAMBRIDGE ST @ ANNA RD,FY2018,Weekday,6,0
8239,99 CAMBRIDGE ST,FY2018,Weekday,10,0
8240,CAMBRIDGE ST @ BURLINGTON MAL,FY2018,Weekday,16,1
8241,CAMBRIDGE ST @ WAYSIDE RD,FY2018,Weekday,41,3
8242,CAMBRIDGE ST @ LINCOLN KNOLL,FY2018,Weekday,14,2
8243,CAMBRIDGE ST OPP RAY AVE,FY2018,Weekday,15,1
8244,CAMBRIDGE RD @ S BEDFORD RD,FY2018,Weekday,15,1
8245,81 CAMBRIDGE RD OPP LOCUST ST,FY2018,Weekday,14,5
8246,113 CAMBRIDGE RD OPP SURREY C,FY2018,Weekday,0,1
8247,CAMBRIDGE RD @ REVERE RD,FY2018,Weekday,5,0
8248,CAMBRIDGE RD @ RUSSELL ST,FY2018,Weekday,43,10
8249,205 CAMBRIDGE RD OPP DAY CIRC,FY2018,Weekday,2,0
8250,223 CAMBRIDGE RD OPP CRAWFORD,FY2018,Weekday,2,1
8251,CAMBRIDGE RD @ PARKER ST,FY2018,Weekday,1,0
8252,259 CAMBRIDGE RD,FY2018,Weekday,3,0
8253,CAMBRIDGE RD @ CRESCENT PARK,FY2018,Weekday,7,2
8254,CAMBRIDGE RD @ NE REHAB HOSPI,FY2018,Weekday,10,4
8255,CAMBRIDGE RD @ WAINWRIGHT RD,FY2018,Weekday,2, -   
8256,354 CAMBRIDGE ST,FY2018,Weekday,2,0
8257,CAMBRIDGE ST OPP POND ST,FY2018,Weekday,13,3
8258,242 CAMBRIDGE ST,FY2018,Weekday,1, -   
8259,CAMBRIDGE ST @ WILDWOOD ST,FY2018,Weekday,9,0
8260,CAMBRIDGE ST @ BLOSSOM HILL R,FY2018,Weekday,5,0
8261,CAMBRIDGE ST @ ONEIDA RD,FY2018,Weekday,2,0
8262,CAMBRIDGE ST @ HIGH ST,FY2018,Weekday,3,2
8263,CAMBRIDGE ST @ SWAN RD,FY2018,Weekday,0,0
8264,CAMBRIDGE ST @ MYOPIA RD,FY2018,Weekday,1,0
8265,OPP 65 CAMBRIDGE ST @ WINCHES,FY2018,Weekday, -   , -   
8266,40 CAMBRIDGE ST,FY2018,Weekday,0,0
8267,26 CAMBRIDGE ST,FY2018,Weekday,1,0
8268,CAMBRIDGE ST @ ARLINGTON ST,FY2018,Weekday,0,1
8269,MYSTIC ST @ OLD MYSTIC ST - A,FY2018,Weekday,4,0
8270,MYSTIC ST @ FALMOUTH RD,FY2018,Weekday,8,1
8271,294 MYSTIC ST OPP BEVERLY RD,FY2018,Weekday,2,1
8272,MYSTIC ST @ COLUMBIA RD,FY2018,Weekday,14,1
8273,MYSTIC ST @ VICTORIA RD,FY2018,Weekday,3,2
8274,144 MYSTIC ST OPP RANGELY RD,FY2018,Weekday,11,1
8275,MYSTIC ST @ RUSSELL ST,FY2018,Weekday,4,4
8279,TREMONT ST @ BOYLSTON STATION,FY2018,Weekday,331,68
8281,285 TREMONT ST,FY2018,Weekday,11,3
8284,WATERTOWN ST @ GALEN ST,FY2018,Weekday,1,37
8285,WATERTOWN ST @ CRAFT ST,FY2018,Weekday,6,4
8291,MAIN ST @ EVANS ST,FY2018,Weekday,38,8
8292,590 MAIN ST OPP HERSON ST,FY2018,Weekday,34,3
8293,MAIN ST OPP OLCOTT ST,FY2018,Weekday,36,5
8294,MAIN ST @ OAKLAND ST,FY2018,Weekday,41,9
8295,MAIN ST @ FRENCH ST,FY2018,Weekday,44,15
8296,MAIN ST @ CHESTNUT ST,FY2018,Weekday,33,19
8297,MAIN ST @ CROSS ST,FY2018,Weekday,138,291
8298,MAIN ST @ HOWARD ST,FY2018,Weekday,67,18
8301,FELLSWAY W @ ELM ST,FY2018,Weekday, -   ,41
8302,FELLSWAY W OPP. ELM ST,FY2018,Weekday,67, -   
8303,FELLSWAY W @ S BORDER RD,FY2018,Weekday,23,6
8304,FELLSWAY W @ FULTON ST,FY2018,Weekday,62,1
8305,FELLSWAY W @ PARIS ST,FY2018,Weekday,14, -   
8306,FELLSWAY W @ CHERRY ST,FY2018,Weekday,11, -   
8307,FELLSWAY W @ GRANT AVE,FY2018,Weekday,23, -   
8308,SALEM ST @ FELLSWAY W,FY2018,Weekday,40,66
8310,HAYMARKET STATION,FY2018,Weekday,"5,740","5,900"
8311,FELLSWAY W @ SALEM ST,FY2018,Weekday,2,46
8312,205 FELLSWAY W,FY2018,Weekday, -   ,13
8313,FELLSWAY W @ FERN RD,FY2018,Weekday,0,21
8314,FELLSWAY W @ FULTON ST,FY2018,Weekday,3,57
8315,FELLSWAY W @ RIDGEWAY RD - RO,FY2018,Weekday, -   ,11
8316,FELLSWAY W @ FULTON SPRINGS R,FY2018,Weekday,1,8
8317,FELLSWAY W @ FOSS ST,FY2018,Weekday,6,23
8318,7 SOHIER RD,FY2018,Weekday,0, -   
8319,SOHIER RD @ STORY AVE,FY2018,Weekday,0,4
8320,SOHIER RD @ BEVERLY HIGH SCHO,FY2018,Weekday, -   , -   
8323,SOHIER RD @ BEVERLY HIGH SCHO,FY2018,Weekday, -   , -   
8324,SOHIER RD OPP STORY AVE,FY2018,Weekday,2,0
8325,22 SOHIER RD,FY2018,Weekday,0,1
8326,ADAMS ST @ PARKMAN ST,FY2018,Weekday,5,15
8327,NEPONSET AVE @ VICTORY RD,FY2018,Weekday,24,7
8328,1 W MILTON ST OPP ERNEST AVE,FY2018,Weekday,0,0
8329,49 W MILTON ST OPP W MILTON P,FY2018,Weekday,1,1
8330,113 W MILTON ST OPP PINE AVE,FY2018,Weekday, -   , -   
8331,READVILLE ST @ W MILTON ST,FY2018,Weekday,4,2
8332,READVILLE ST OPP COMO RD,FY2018,Weekday,3,2
8333,READVILLE ST @ ALBERMARLE ST,FY2018,Weekday,1,1
8334,READVILLE ST @ WATERLOO ST,FY2018,Weekday,26,3
8335,NEPONSET VALLEY PARKWAY @ RIV,FY2018,Weekday,3,0
8336,KENNEDY DR @ MAIN STOP,FY2018,Weekday,81,73
8337,RIVER ST OPP TURTLE POND PKWY,FY2018,Weekday,0,0
8338,KENNEDY DR @ BLDG 184,FY2018,Weekday,58,56
8339,MAIN ST @ OLCOTT ST,FY2018,Weekday,6,42
8340,VICTORY RD @ PURITAN MALL DRI,FY2018,Weekday,6,10
8341,PURITAN MALL SERVICE RD,FY2018,Weekday,2,2
8342,FREEPORT ST @ MORRISEY BLVD,FY2018,Weekday,16,12
8343,OPP 1557 RIVER ST,FY2018,Weekday,0, -   
8344,RIVER ST @ RESERVATION RD,FY2018,Weekday, -   ,0
8351,OPP 55 TOZER RD,FY2018,Weekday, -   ,0
8352,28 TOZER RD,FY2018,Weekday, -   ,0
8353,16 TOZER RD,FY2018,Weekday, -   ,1
8354,TOZER RD OPP HELLARD RD,FY2018,Weekday,0,2
8355,TOZER RD @ HELLARD RD,FY2018,Weekday,1, -   
8356,OPP 16 TOZER RD,FY2018,Weekday, -   , -   
8357,27 TOZER RD,FY2018,Weekday, -   , -   
8358,55 TOZER RD,FY2018,Weekday, -   ,0
8383,BACON ST @ POND ST,FY2018,Weekday, -   ,1
8390,BAKER ST OPP WYCLIFF AVE,FY2018,Weekday,55,2
8391,BAKER ST OPP DUNWELL ST,FY2018,Weekday,14,0
8392,BAKER ST @ CUTTER RD,FY2018,Weekday, -   , -   
8393,BAKER ST @ RUMFORD RD,FY2018,Weekday,2,1
8394,BAKER ST @ VARICK RD,FY2018,Weekday,5,0
8428,MASSACHUSETTS AVE @ PAUL REVE,FY2018,Weekday,7,15
8429,MASSACHUSETTS AVE @ DRAKE WAY,FY2018,Weekday,2,5
8430,MASSACHUSETTS AVE OPP HIBBERT,FY2018,Weekday,2,13
8431,MASSACHUSETTS AVE @ BOW ST,FY2018,Weekday,1,10
8432,MASSACHUSETTS AVE OPP CHARLES,FY2018,Weekday,2,8
8433,MASSACHUSETTS AVE @ FOTTLER A,FY2018,Weekday,1,8
8434,OPP 430 MASSACHUSETTS AVE,FY2018,Weekday,0,2
8435,MASSACHUSETTS AVE OPP OAK ST,FY2018,Weekday,1,4
8436,MASSACHUSETTS AVE OPP PLEASAN,FY2018,Weekday,3,23
8437,BEDFORD ST @ HARRINGTON RD,FY2018,Weekday,0,5
8438,BEDFORD ST OPP WORTHEN RD,FY2018,Weekday,4,15
8439,57 BEDFORD ST,FY2018,Weekday,1,4
8440,BEDFORD ST @ TEWKSBURY ST,FY2018,Weekday,2,3
8441,BEDFORD ST @ REVERE ST,FY2018,Weekday,1,4
8442,BEDFORD ST @ LARCHMONT LN,FY2018,Weekday,1,6
8443,BEDFORD ST OPP VAILLE AVE,FY2018,Weekday, -   ,1
8444,BEDFORD ST OPP SUNNY KNOLL AV,FY2018,Weekday,0,9
8445,BEDFORD ST @ LEDGELAWN AVE,FY2018,Weekday, -   ,2
8446,BEDFORD ST @ N HANCOCK ST,FY2018,Weekday,0,7
8447,BEDFORD ST @ SIMONDS RD,FY2018,Weekday,1,12
8448,343 BEDFORD ST,FY2018,Weekday, -   ,0
8449,BEDFORD ST @ ELDRED ST,FY2018,Weekday,0,25
8450,BEDFORD ST @ NATIONAL GUARD A,FY2018,Weekday, -   ,2
8451,BEDFORD ST OPP HARTWELL AVE,FY2018,Weekday,0,17
8452,BEDFORD ST @ WINTER ST,FY2018,Weekday, -   ,4
8453,GREAT RD @ PERHAM ST - BEDFOR,FY2018,Weekday, -   ,3
8454,GREAT RD @ MASARDIS ST,FY2018,Weekday, -   ,1
8455,GREAT RD @ SHAWSHEEN RD,FY2018,Weekday,0,13
8456,GREAT RD @ SHAWSHEEN AVE,FY2018,Weekday,0,3
8457,GREAT RD @ SHOPPING CENTER,FY2018,Weekday,4,13
8458,GREAT RD OPP ROBERTS DR,FY2018,Weekday,0,6
8459,GREAT RD @ BROOKSBIE RD,FY2018,Weekday,0,5
8460,LOOMIS ST @ GREAT RD,FY2018,Weekday,2,15
8461,LOOMIS ST @ OPP WINTHROP AVE,FY2018,Weekday, -   , -   
8462,LOOMIS ST @ HARTFORD ST,FY2018,Weekday,1,17
8463,SOUTH RD @ RAILROAD AVE,FY2018,Weekday, -   , -   
8464,SOUTH RD @ HARTFORD ST,FY2018,Weekday, -   ,0
8465,SOUTH RD @ CRESCENT AVE,FY2018,Weekday,0,1
8466,SOUTH RD @ GREAT RD,FY2018,Weekday,5,19
8467,SPRINGS RD @ HANCOCK ST,FY2018,Weekday,0,3
8468,SPRINGS RD @ HILLSIDE AVE,FY2018,Weekday,0,1
8469,SPRINGS RD @ NICKERSON RD,FY2018,Weekday, -   ,1
8470,SPRINGS RD @ PINE HILL RD,FY2018,Weekday, -   ,0
8471,BEDFORD VA HOSPITAL @ MIDDLES,FY2018,Weekday,83,76
8472,BAKER ST @ BETH EL CEMETERY,FY2018,Weekday,0, -   
8473,BAKER ST @ VFW PKWY,FY2018,Weekday,1,1
8474,SPIERS RD @ JUNE LN,FY2018,Weekday,2,1
8475,FREDETTE RD @ SAWMILL BROOK P,FY2018,Weekday,1,0
8476,SAWMILL BROOK PKWY @ MCCARTHY,FY2018,Weekday,4,1
8477,SAWMILL BROOK PKWY @ KELLER P,FY2018,Weekday,7,1
8478,SAWMILL BROOK PKWY @ SPIERS R,FY2018,Weekday,2,0
8479,SAWMILL BROOK PKWY @ VAN ROOS,FY2018,Weekday,1,0
8480,WISWALL RD @ WALSH RD,FY2018,Weekday,0,0
8481,WISWALL RD @ CHINIAN PATH,FY2018,Weekday,2, -   
8482,WISWALL RD @ SHUMAKER PATH,FY2018,Weekday,2,0
8483,WISWALL RD @ MCCARTHY RD,FY2018,Weekday,3,1
8484,WISWALL RD @ INDIAN RIDGE RD,FY2018,Weekday,5,0
8485,WISWALL RD @ DEDHAM ST,FY2018,Weekday, -   , -   
8486,DEDHAM ST OPP WISWALL RD,FY2018,Weekday,2,1
8489,DEDHAM ST @ ROSALIE ST,FY2018,Weekday,4,0
8490,DEDHAM ST @ ARNOLD ST,FY2018,Weekday, -   , -   
8491,DEDHAM ST @ GREENWOOD ST,FY2018,Weekday,1, -   
8492,DEDHAM ST @ MEADOWBROOK RD,FY2018,Weekday,0,4
8493,DEDHAM ST @ COUNTRY CLUB RD,FY2018,Weekday,1,0
8494,PARKER ST @ DEDHAM ST,FY2018,Weekday,1,0
8495,PARKER ST @ WHEELER RD,FY2018,Weekday,6,1
8496,PARKER ST @ ROOSEVELT RD,FY2018,Weekday,5,0
8497,PARKER ST @ HAGEN RD,FY2018,Weekday,3,1
8498,288 PARKER ST OPP PARKER AVE,FY2018,Weekday,3,0
8499,PARKER ST @ BOYLSTON ST,FY2018,Weekday,2,5
8500,200 PARKER ST OPP STEARNS ST,FY2018,Weekday,0,0
8501,PARKER ST @ GLENWOOD AVE,FY2018,Weekday,2,14
8502,PARKER ST @ CYPRESS ST,FY2018,Weekday,1,4
8503,CYPRESS ST @ BRAELAND AVE,FY2018,Weekday,1,42
8504,CENTRE ST @ BEACON ST,FY2018,Weekday,18,25
8505,CENTRE ST @ LANGLEY RD,FY2018,Weekday,11,3
8506,CENTRE ST @ GIBBS ST,FY2018,Weekday,2,1
8507,CENTRE ST @ COMMONWEALTH AVE,FY2018,Weekday,1,0
8508,CENTRE ST @ WARD ST,FY2018,Weekday,1,2
8509,CENTRE ST @ ALDERWOOD RD,FY2018,Weekday,2,2
8510,CENTRE ST @ COTTON ST,FY2018,Weekday,2,1
8511,790 CENTRE ST,FY2018,Weekday,6,33
8512,CENTRE ST @ SARGENT ST,FY2018,Weekday,2,5
8513,CENTRE ST @ GEORGE ST,FY2018,Weekday,1,2
8514,CENTRE ST @ HYDE AVE,FY2018,Weekday,0,1
8515,CENTRE ST @ NEWTONVILLE AVE,FY2018,Weekday,1,1
8516,CENTRE ST @ CHURCH ST,FY2018,Weekday,1,7
8517,CENTRE ST @ CHURCH ST,FY2018,Weekday,10,1
8518,CENTRE ST @ NEWTONVILLE AVE,FY2018,Weekday,2,1
8519,CENTRE ST @ BELLEVUE ST,FY2018,Weekday,1,0
8520,CENTRE ST @ LOMBARD ST,FY2018,Weekday,3,1
8521,CENTRE ST @ CABOT ST,FY2018,Weekday,9,5
8522,785 CENTRE ST,FY2018,Weekday,26,2
8523,CENTRE ST @ COTTON ST,FY2018,Weekday,0,4
8524,CENTRE ST @ MILL ST,FY2018,Weekday,2,1
8525,CENTRE ST @ WARD ST,FY2018,Weekday,1,1
8526,CENTRE ST @ COMMONWEALTH AVE,FY2018,Weekday,0,1
8527,CENTRE ST @ BOWEN ST,FY2018,Weekday,1,5
8528,CENTRE ST @ BEACON ST,FY2018,Weekday,57,35
8529,CYPRESS ST @ BRAELAND AVE,FY2018,Weekday,6,1
8530,PARKER ST @ CYPRESS ST,FY2018,Weekday,3,1
8531,PARKER ST @ ATHELSTANE RD,FY2018,Weekday,14,1
8532,PARKER ST @ STEARNS ST,FY2018,Weekday,1, -   
8533,PARKER ST @ BOYLSTON ST,FY2018,Weekday,2,1
8534,PARKER ST @ PARKER AVE,FY2018,Weekday,1,1
8535,PARKER ST @ HAGEN RD,FY2018,Weekday,1,3
8536,PARKER ST @ PARKER RD,FY2018,Weekday,1,3
8537,PARKER ST OPP WHEELER RD,FY2018,Weekday,2,4
8538,PARKER ST @ DEDHAM ST,FY2018,Weekday,0,1
8539,DEDHAM ST OPP COUNTRY CLUB RD,FY2018,Weekday, -   ,2
8540,DEDHAM ST OPP MEADOWBROOK RD,FY2018,Weekday, -   ,1
8541,DEDHAM ST OPP GREENWOOD ST,FY2018,Weekday, -   ,1
8542,DEDHAM ST OPP ARNOLD RD,FY2018,Weekday, -   , -   
8543,DEDHAM ST @ NAHANTON ST,FY2018,Weekday, -   ,1
8544,DEDHAM ST @ CARLSON AVE,FY2018,Weekday,2,10
8545,DEDHAM ST @ WISWALL RD,FY2018,Weekday,1,2
8546,WISWALL RD @ INDIAN RIDGE RD,FY2018,Weekday, -   ,5
8547,WISWALL RD OPP MCCARTHY RD,FY2018,Weekday,0,4
8548,WISWALL RD @ O ROADWAY,FY2018,Weekday,0,0
8549,WISWALL RD @ M ROADWAY,FY2018,Weekday,0,3
8550,WISWALL RD @ WALSH RD,FY2018,Weekday,0,1
8551,SAWMILL BROOK PKWY @ VAN ROOS,FY2018,Weekday, -   ,1
8552,SAWMILL BROOK PKWY @ WALSH RD,FY2018,Weekday,1,11
8553,SAWMILL BROOK PKWY @ KELLER P,FY2018,Weekday,1,5
8554,SAWMILL BROOK PKWY @ MCCARTHY,FY2018,Weekday,2,8
8555,FREDETTE RD @ SAWMILL BROOK P,FY2018,Weekday, -   ,0
8556,SPIERS RD @ DEDHAM ST,FY2018,Weekday,0,1
