Stop #,Stop Name,Year,Day Type,Boardings,Alightings
2569,KIRKLAND ST @ TROWBRIDGE ST,FY2018, Sunday ,5,2
2570,WASHINGTON ST @ BEACON ST,FY2018, Sunday ,15,20
2571,WASHINGTON ST @ CALVIN ST,FY2018, Sunday ,11,14
2574,51 BOW ST,FY2018, Sunday ,8,8
2575,BROADWAY @ GARRISON AVE,FY2018, Sunday ,45,1
2576,BROADWAY @ WESTON AVE,FY2018, Sunday ,37,3
2577,BROADWAY @ HOLLAND ST - TEELE,FY2018, Sunday ,60,3
2578,HOLLAND ST @ MOORE ST,FY2018, Sunday ,21,1
2579,HOLLAND ST @ CAMERON AVE,FY2018, Sunday ,18,0
2580,HOLLAND ST @ JAY ST,FY2018, Sunday ,9,2
2581,HOLLAND ST @ DOVER ST,FY2018, Sunday ,220,164
2582,ELM ST @ CHESTER ST,FY2018, Sunday ,186,38
2583,ELM ST @ RUSSELL ST,FY2018, Sunday ,7,1
2584,ELM ST @ BEECH ST,FY2018, Sunday ,7,7
2586,ELM ST @ PORTER SQ SHOPPING C,FY2018, Sunday ,72,23
2587,ELM ST @ MOSSLAND ST,FY2018, Sunday ,6,1
2588,ELM ST OPP PORTER ST,FY2018, Sunday ,8,5
2589,SOMERVILLE AVE @ SACRAMENTO S,FY2018, Sunday ,25,20
2590,594 SOMERVILLE AVE,FY2018, Sunday ,11,23
2591,SOMERVILLE AVE OPP CENTRAL ST,FY2018, Sunday ,64,50
2593,SOMERVILLE AVE OPP LORING ST,FY2018, Sunday ,12,19
2594,SOMERVILLE AVE OPP SCHOOL ST,FY2018, Sunday ,43,54
2595,SOMERVILLE AVE @ CARLTON ST,FY2018, Sunday ,18,19
2597,SOMERVILLE AVE @ PROSPECT ST,FY2018, Sunday ,104,74
2598,SOMERVILLE AVE @ LINDEN ST,FY2018, Sunday ,8,9
2599,SOMERVILLE AVE OPP MANSFIELD,FY2018, Sunday ,15,40
2600,O'BRIEN HWY @ MEDFORD ST,FY2018, Sunday ,23,31
2601,O'BRIEN HWY @ TWIN CITY PLAZA,FY2018, Sunday ,24,95
2602,O'BRIEN HWY @ WINTER ST,FY2018, Sunday ,0,25
2605,245 O'BRIEN HWY @ TWIN CITY P,FY2018, Sunday ,82,17
2606,225 MSGR O'BRIEN HWY,FY2018, Sunday ,6,0
2607,MCGRATH HWY @ POPLAR ST,FY2018, Sunday ,41,28
2609,SOMERVILLE AVE AT MCGRATH HWY,FY2018, Sunday ,56,19
2610,WASHINGTON ST @ WASHINGTON TE,FY2018, Sunday ,5,5
2612,SOMERVILLE AVE @ STONE AVE,FY2018, Sunday ,119,117
2613,WASHINGTON ST @ WEBSTER AVE,FY2018, Sunday ,53,27
2614,SUMMER ST @ WESLEY PARK,FY2018, Sunday , -   , -   
2615,WASHINGTON ST OPP PARKER ST,FY2018, Sunday ,4,9
2616,WASHINGTON ST @ LELAND ST,FY2018, Sunday ,5,1
2617,SOMERVILLE AVE @ LORING ST,FY2018, Sunday ,13,11
2618,SOMERVILLE AVE @ CENTRAL ST,FY2018, Sunday ,55,63
2620,SOMERVILLE AVE @ SPRING ST,FY2018, Sunday ,25,21
2621,SOMERVILLE AVE @ LOWELL ST,FY2018, Sunday ,9,17
2622,ELM ST @ PORTER ST,FY2018, Sunday ,3,9
2623,ELM ST @ CEDAR ST,FY2018, Sunday ,6,9
2625,ELM ST @ HANCOCK ST,FY2018, Sunday ,19,68
2626,ELM ST @ SAINT JAMES AVE,FY2018, Sunday ,3,7
2627,ELM ST @ CUTTER AVE,FY2018, Sunday ,1,23
2628,GROVE ST @ HIGHLAND AVE,FY2018, Sunday ,17,73
2630,HOLLAND ST @ WALLACE ST,FY2018, Sunday ,16,6
2631,HOLLAND ST @ PAULINA ST,FY2018, Sunday ,1,6
2632,HOLLAND ST OPP CAMERON AVE,FY2018, Sunday ,4,27
2634,BROADWAY @ CURTIS ST,FY2018, Sunday ,3,71
2635,BROADWAY @ DICKSON ST,FY2018, Sunday ,2,29
2636,BROADWAY @ NORTH ST,FY2018, Sunday , -   , -   
2637,CLARENDON HILL BUSWAY,FY2018, Sunday ,410,453
2659,MCGRATH HWY @ ALSTON ST,FY2018, Sunday ,38,33
2660,HIGHLAND AVE @ MEDFORD ST,FY2018, Sunday ,13,25
2661,HIGHLAND AVE @ WALNUT ST,FY2018, Sunday ,42,51
2662,75 HIGHLAND AVE OPP PUTNAM ST,FY2018, Sunday ,7,13
2664,HIGHLAND AVE @ SCHOOL ST,FY2018, Sunday ,41,34
2665,125 HIGHLAND AVE,FY2018, Sunday ,14,10
2666,HIGHLAND AVE @ CENTRAL ST,FY2018, Sunday ,37,40
2667,HIGHLAND AVE @ BENTON RD,FY2018, Sunday ,10,8
2668,HIGHLAND AVE @ LOWELL ST,FY2018, Sunday ,24,24
2669,235 HIGHLAND AVE,FY2018, Sunday ,9,9
2670,263 HIGHLAND AVE,FY2018, Sunday ,6,3
2671,HIGHLAND AVE @ CEDAR ST,FY2018, Sunday ,7,10
2672,HIGHLAND AVE @ CHERRY ST,FY2018, Sunday ,2,10
2673,HIGHLAND AVE @ WILLOW AVE,FY2018, Sunday ,2,13
2674,HIGHLAND AVE @ CUTTER AVE,FY2018, Sunday ,18,2
2675,HIGHLAND AVE @ WILLOW AVE,FY2018, Sunday ,12,7
2676,HIGHLAND AVE @ CHERRY ST,FY2018, Sunday ,10,2
2677,HIGHLAND AVE @ CEDAR ST,FY2018, Sunday ,15,9
2678,HIGHLAND AVE @ CONWELL ST,FY2018, Sunday ,9,7
2679,HIGHLAND AVE @ TOWER ST.,FY2018, Sunday ,15,15
2680,HIGHLAND AVE @ LOWELL ST,FY2018, Sunday ,20,24
2681,HIGHLAND AVE @ BENTON RD,FY2018, Sunday ,7,12
2682,HIGHLAND AVE @ CENTRAL ST,FY2018, Sunday ,47,41
2683,HIGHLAND AVE @ TRULL LN,FY2018, Sunday ,10,16
2684,HIGHLAND AVE @ SCHOOL ST,FY2018, Sunday ,25,49
2686,HIGHLAND AVE @ VINAL AVE,FY2018, Sunday ,12,21
2687,HIGHLAND AVE @ WALNUT ST,FY2018, Sunday ,41,63
2688,MEDFORD ST @ HIGHLAND AVE,FY2018, Sunday ,8,16
2689,422 MCGRATH HWY,FY2018, Sunday ,7,5
2690,MEDFORD ST @ WASHINGTON ST,FY2018, Sunday ,38,46
2691,BROADWAY OPP PACKARD AVE,FY2018, Sunday ,4,1
2692,BROADWAY @ SIMPSON AVE,FY2018, Sunday ,3,0
2693,BROADWAY @ BILLINGHAM ST,FY2018, Sunday ,2,0
2694,BROADWAY @ COLLEGE AVE,FY2018, Sunday ,4,2
2695,BROADWAY OPP WARNER ST - POWD,FY2018, Sunday ,46,17
2696,BROADWAY @ BAY STATE AVE,FY2018, Sunday ,8,1
2697,BROADWAY @ JOSEPHINE AVE - BA,FY2018, Sunday ,22,4
2698,BROADWAY @ CEDAR ST,FY2018, Sunday ,16,7
2699,BROADWAY @ HINCKLEY ST - MAGO,FY2018, Sunday ,19,14
2700,BROADWAY @ MEDFORD ST - MAGOU,FY2018, Sunday ,22,4
2701,BROADWAY @ NORWOOD AVE,FY2018, Sunday ,5,3
2702,BROADWAY @ BARTLETT ST,FY2018, Sunday ,5,0
2703,BROADWAY OPP MAIN ST,FY2018, Sunday ,13,7
2704,BROADWAY @ THURSTON ST,FY2018, Sunday ,38,8
2705,BROADWAY OPP TEMPLE ST,FY2018, Sunday ,59,19
2706,BROADWAY @ MARSHALL ST,FY2018, Sunday ,35,4
2707,BROADWAY @ MONTGOMERY AVE,FY2018, Sunday ,23,7
2708,BROADWAY @ MCGRATH HWY,FY2018, Sunday ,27,9
2709,BROADWAY ST @ MACARTHUR ST,FY2018, Sunday ,7,19
2710,BROADWAY @ CROSS ST,FY2018, Sunday ,15,8
2711,BROADWAY @ GLEN ST,FY2018, Sunday ,10,6
2712,BROADWAY @ FRANKLIN ST,FY2018, Sunday ,11,28
2713,BROADWAY @ LINCOLN ST,FY2018, Sunday ,9,8
2714,BROADWAY @ MT VERNON ST,FY2018, Sunday ,3,15
2715,BROADWAY @ BELKNAP ST,FY2018, Sunday ,0,75
2717,MAIN ST @ DORRANCE ST,FY2018, Sunday ,1,0
2718,BROADWAY @ AUSTIN ST,FY2018, Sunday ,21,8
2719,BROADWAY @ INDIANA AVE,FY2018, Sunday ,27,8
2720,BROADWAY @ MICHIGAN AVE,FY2018, Sunday ,18,11
2721,BROADWAY @ CROSS ST,FY2018, Sunday ,6,14
2722,BROADWAY @ KENSINGTON AVE,FY2018, Sunday ,32,24
2723,BROADWAY @ FELLSWAY W,FY2018, Sunday ,14,28
2724,BROADWAY @ GRANT ST,FY2018, Sunday ,7,25
2725,BROADWAY @ TEMPLE ST,FY2018, Sunday ,22,56
2726,BROADWAY @ LANGMAID AVE,FY2018, Sunday ,12,13
2727,BROADWAY @ FENWICK ST,FY2018, Sunday ,2,15
2729,BROADWAY @ MAIN ST,FY2018, Sunday ,15,52
2730,BROADWAY OPP ADAMS ST,FY2018, Sunday , -   ,6
2731,BROADWAY OPP GLENWOOD RD,FY2018, Sunday ,1,7
2732,BROADWAY OPP NORWOOD AVE,FY2018, Sunday ,2,5
2733,BROADWAY @ MEDFORD ST - MAGOU,FY2018, Sunday ,7,32
2734,BROADWAY @ WILLIAM ST,FY2018, Sunday ,11,14
2735,BROADWAY @ ALFRED ST,FY2018, Sunday ,4,7
2736,BROADWAY @ BOSTON AVE - BALL,FY2018, Sunday ,7,17
2737,BROADWAY @ PEARSON RD,FY2018, Sunday ,4,6
2738,BROADWAY @ WARNER ST - POWDER,FY2018, Sunday ,6,47
2739,BROADWAY @ POWDER HOUSE BLVD,FY2018, Sunday , -   , -   
2740,BROADWAY @ WALKER ST,FY2018, Sunday ,1,6
2741,BROADWAY @ LEONARD ST,FY2018, Sunday , -   ,9
2742,BROADWAY @ MASON ST,FY2018, Sunday , -   ,1
2743,BROADWAY @ PACKARD AVE,FY2018, Sunday , -   ,2
2744,BROADWAY @ WESTMINSTER AVE,FY2018, Sunday , -   , -   
2745,CROSS ST @ PEARL ST,FY2018, Sunday ,3,4
2746,CROSS ST @ ELLSWORTH ST,FY2018, Sunday ,1,1
2747,CROSS ST @ BROADWAY,FY2018, Sunday ,1,5
2748,CROSS ST @ BROADWAY,FY2018, Sunday ,2,3
2749,CROSS ST @ OTIS ST,FY2018, Sunday ,1, -   
2750,CROSS ST @ PEARL ST,FY2018, Sunday ,2,1
2752,CROSS ST @ FLINT ST,FY2018, Sunday ,1,2
2753,CROSS ST @ AUBURN AVE,FY2018, Sunday ,1,0
2754,CROSS ST @ CHESTER AVE,FY2018, Sunday ,1,2
2755,GREEN ST @ PEARL ST,FY2018, Sunday ,192,78
2757,CAMBRIDGE ST @ BRIGHTON ST,FY2018, Sunday ,9,1
2758,CAMBRIDGE ST @ PARKER ST,FY2018, Sunday ,8,4
2759,WASHINGTON ST @ MT VERNON ST,FY2018, Sunday ,6,2
2760,WASHINGTON ST @ FRANKLIN ST,FY2018, Sunday ,14,10
2761,WASHINGTON ST @ TUFTS ST,FY2018, Sunday ,13,5
2762,WASHINGTON ST @ MCGRATH HWY,FY2018, Sunday ,43,31
2763,WASHINGTON ST @ BOSTON ST,FY2018, Sunday ,8,11
2765,NEWTON ST @ CLARK ST,FY2018, Sunday ,3,3
2766,NEWTON ST @ CONCORD SQ,FY2018, Sunday ,2,1
2767,SPRINGFIELD ST @ NEWTON ST,FY2018, Sunday ,5,5
2768,SPRINGFIELD ST @ HOUGHTON ST,FY2018, Sunday ,4,1
2769,SPRINGFIELD ST @ NEWTON ST,FY2018, Sunday ,4,2
2770,NEWTON ST @ CONCORD SQ,FY2018, Sunday ,1,1
2773,WASHINGTON ST @ MERRIAM ST,FY2018, Sunday ,20,17
2774,WASHINGTON ST @ MCGRATH HWY,FY2018, Sunday ,40,29
2775,WASHINGTON ST @ JOY ST,FY2018, Sunday ,6,10
2776,WASHINGTON ST @ NEW WASHINGTO,FY2018, Sunday ,6,22
2777,WASHINGTON ST @ INNER BELT RD,FY2018, Sunday ,2,18
2778,WASHINGTON ST OPP MYRTLE ST,FY2018, Sunday ,19,26
2779,CAMBRIDGE ST @ CARTER ST,FY2018, Sunday ,1,11
2783,RIVER ST @ HYDE PARK AVE,FY2018, Sunday ,4,7
2784,11 SUMMER ST,FY2018, Sunday ,1,1
2785,61 SUMMER ST OPP PARROTT ST,FY2018, Sunday ,3,3
2786,SUMMER ST @ WEST ST,FY2018, Sunday ,1,0
2787,WEST ST @ AUSTIN ST,FY2018, Sunday ,1,1
2788,243 WEST ST OPP MYOPIA RD,FY2018, Sunday ,1,1
2789,WEST ST @ DEFOREST ST,FY2018, Sunday ,1,1
2790,347 WEST ST,FY2018, Sunday ,1,1
2791,403 WEST ST,FY2018, Sunday ,1,1
2792,POPLAR ST @ DEFOREST ST,FY2018, Sunday ,4,3
2793,544 POPLAR ST,FY2018, Sunday ,1,1
2794,POPLAR ST @ BEECH ST,FY2018, Sunday ,8,3
2795,POPLAR ST OPP CORNELL ST,FY2018, Sunday ,3,1
2796,POPLAR ST @ METROPOLITAN AVE,FY2018, Sunday ,3,1
2797,METROPOLITAN AVE @ HILBURN ST,FY2018, Sunday ,0,0
2798,154 METROPOLITAN AVE OPP MALV,FY2018, Sunday ,1,0
2799,METROPOLITAN AVE @ AUGUSTUS A,FY2018, Sunday ,0, -   
2800,METROPOLITAN AVE @ KITTREDGE,FY2018, Sunday ,2,0
2801,METROPOLITAN AVE @ KITTREDGE,FY2018, Sunday , -   , -   
2802,METROPOLITAN AVE @ AUGUSTUS A,FY2018, Sunday , -   , -   
2803,METROPOLITAN AVE @ MALVERNA R,FY2018, Sunday , -   , -   
2804,METROPOLITAN AVE @ HIGHFIELD,FY2018, Sunday , -   , -   
2805,POPLAR ST @ METROPOLITAN AVE,FY2018, Sunday , -   , -   
2806,POPLAR ST @ CORNELL ST,FY2018, Sunday , -   , -   
2807,POPLAR ST @ BEECH ST,FY2018, Sunday , -   , -   
2808,529 POPLAR ST,FY2018, Sunday , -   , -   
2809,575 POPLAR ST OPP DEFOREST ST,FY2018, Sunday , -   , -   
2810,POPLAR ST @ WEST ST - GEORGE,FY2018, Sunday , -   , -   
2811,338 WEST ST,FY2018, Sunday , -   , -   
2812,WEST ST OPP DEFOREST ST,FY2018, Sunday , -   , -   
2813,WEST ST @ MYOPIA RD,FY2018, Sunday , -   , -   
2814,WEST ST @ AUSTIN ST,FY2018, Sunday , -   , -   
2815,AUSTIN ST @ MYOPIA RD,FY2018, Sunday , -   , -   
2816,AUSTIN ST @ CHESTNUT ST,FY2018, Sunday , -   , -   
2817,AUSTIN ST @ GORDON AVE,FY2018, Sunday , -   , -   
2818,OPP 1344 HYDE PARK AVE - BLAK,FY2018, Sunday ,24,91
2819,HYDE PARK AVE @ PINGREE ST,FY2018, Sunday ,35,129
2821,MAIN ST @ BUNKER HILL ST,FY2018, Sunday , -   , -   
2822,MAIN ST @ BALDWIN ST,FY2018, Sunday , -   , -   
2823,MAIN ST @ MIDDLESEX ST,FY2018, Sunday , -   , -   
2824,MAIN ST @ DUNSTABLE ST,FY2018, Sunday , -   , -   
2825,MAIN ST @ W SCHOOL ST,FY2018, Sunday , -   , -   
2827,MAIN ST @ HARVARD ST,FY2018, Sunday , -   , -   
2829,N WASHINGTON ST @ MEDFORD ST,FY2018, Sunday ,8,130
2832,N WASHINGTON ST @ THACHER ST,FY2018, Sunday ,29,3
2833,N WASHINGTON ST @ COMMERCIAL,FY2018, Sunday ,38,6
2835,WARREN ST @ WINTHROP ST,FY2018, Sunday , -   , -   
2836,WARREN ST @ CHURCH ST,FY2018, Sunday , -   , -   
2837,MAIN ST @ SCHOOL ST,FY2018, Sunday , -   , -   
2838,MAIN ST @ WALKER ST,FY2018, Sunday , -   , -   
2839,MAIN ST @ OAK ST,FY2018, Sunday , -   , -   
2840,MAIN ST @ BALDWIN ST,FY2018, Sunday , -   , -   
2841,529 MAIN ST,FY2018, Sunday ,1,1
2844,BUNKER HILL ST @ MAIN ST,FY2018, Sunday ,0,0
2845,BUNKER HILL ST @ BALDWIN ST,FY2018, Sunday ,3,2
2846,BUNKER HILL ST @ AUBURN ST,FY2018, Sunday ,1,1
2847,BUNKER HILL ST @ CLARKEN CT,FY2018, Sunday ,3,1
2848,BUNKER HILL ST @ SULLIVAN ST,FY2018, Sunday ,6,7
2849,BUNKER HILL ST @ SCHOOL ST,FY2018, Sunday ,12,7
2850,BUNKER HILL ST @ CONCORD ST,FY2018, Sunday ,50,35
2851,BUNKER HILL ST @ FERRIN ST,FY2018, Sunday ,86,18
2852,BUNKER HILL ST @ VINE ST,FY2018, Sunday ,97,38
2853,BUNKER HILL ST @ LOWNEY WAY,FY2018, Sunday ,16,14
2854,ADAMS ST @ LOWNEY WAY,FY2018, Sunday ,8,1
2855,PARK ST @ WARREN ST,FY2018, Sunday ,9,6
2860,VINE ST @ MOULTON ST,FY2018, Sunday ,82,114
2861,121 BUNKER HILL ST OPP LEXING,FY2018, Sunday ,74,63
2862,BUNKER HILL ST @ POLK ST,FY2018, Sunday ,36,28
2863,BUNKER HILL ST @ PEARL ST,FY2018, Sunday ,1,5
2864,BUNKER HILL ST @ SACKVILLE ST,FY2018, Sunday ,1,5
2865,BUNKER HILL ST @ N MEAD ST,FY2018, Sunday ,1,4
2866,BUNKER HILL ST @ ST MARTIN ST,FY2018, Sunday ,1,3
2867,BUNKER HILL ST @ MEDFORD ST,FY2018, Sunday ,2,2
2874,SULLIVAN STATION - UPPER BUSW,FY2018, Sunday ,"1,805","2,527"
2875,MYSTIC AVE @ UNION ST,FY2018, Sunday ,0, -   
2877,MYSTIC AVE @ MIDDLESEX AVE,FY2018, Sunday ,2,0
2878,MYSTIC AVE OPP FELLSWAY W,FY2018, Sunday ,1,5
2879,MYSTIC AVE @ TEMPLE RD,FY2018, Sunday ,4,19
2880,MYSTIC AVE @ SHORE DR,FY2018, Sunday ,6,19
2883,MYSTIC AVE @ FULBRIGHT ST,FY2018, Sunday ,2,5
2884,MYSTIC AVE. OPP. HARVARD ST.,FY2018, Sunday ,1,5
2885,MYSTIC AVE OPP BILLINGS AVE,FY2018, Sunday ,0,4
2886,MYSTIC AVE @ REARDON RD,FY2018, Sunday ,0,5
2887,MYSTIC AVE @ JAMES ST,FY2018, Sunday , -   ,2
2888,MYSTIC AVE @ UNION ST,FY2018, Sunday , -   ,7
2889,MYSTIC AVE @ COLUMBIA RD,FY2018, Sunday ,3,1
2890,MYSTIC AVE OPP REARDON RD,FY2018, Sunday ,8, -   
2891,MYSTIC AVE @ WHYTE ST,FY2018, Sunday ,5,0
2892,MYSTIC AVE @ BILLINGS AVE,FY2018, Sunday ,2,1
2893,MYSTIC AVE @ GOLDEN AVE,FY2018, Sunday ,6,0
2894,MYSTIC AVE @ BONNER AVE,FY2018, Sunday ,13,3
2895,OPP 326 MYSTIC AVE,FY2018, Sunday ,1, -   
2896,MYSTIC AVE OPP FULBRIGHT ST,FY2018, Sunday ,4,3
2897,MYSTIC AVE @ MORELAND ST,FY2018, Sunday ,9,1
2898,MYSTIC AVE @ MYSTIC APARTMENT,FY2018, Sunday ,4,2
2899,MYSTIC AVE OPP SHORE DR,FY2018, Sunday ,13,3
2900,MYSTIC AVE @ TEMPLE RD,FY2018, Sunday ,8,3
2901,MYSTIC AVE @ WHEATLAND ST,FY2018, Sunday ,6,4
2902,MYSTIC AVE @ KENSINGSTON AVE,FY2018, Sunday ,3,17
2904,COLUMBIA RD @ WOLCOTT ST,FY2018, Sunday ,12,4
2905,BOSTON ST @ ELLERY ST,FY2018, Sunday ,3,0
2906,BOSTON ST OPP WASHBURN ST,FY2018, Sunday ,5,2
2907,BOSTON ST @ W HOWELL ST,FY2018, Sunday ,7,4
2908,BOSTON ST OPP HARVEST ST,FY2018, Sunday ,2,2
2909,BOSTON ST OPP MAYHEW ST,FY2018, Sunday ,5,8
2910,COLUMBIA RD @ DUDLEY ST,FY2018, Sunday ,96,101
2911,COLUMBIA RD @ BIRD ST,FY2018, Sunday ,38,34
2912,COLUMBIA RD @ GLENDALE ST,FY2018, Sunday ,23,20
2913,COLUMBIA RD @ QUINCY ST,FY2018, Sunday ,44,50
2914,COLUMBIA RD @ HAMILTON ST,FY2018, Sunday ,20,18
2915,COLUMBIA RD OPP WYOLA PL,FY2018, Sunday ,18,14
2916,COLUMBIA RD @ DEVON ST,FY2018, Sunday ,17,25
2918,COLUMBIA RD @ GENEVA AVE,FY2018, Sunday ,19,19
2919,COLUMBIA RD @ WASHINGTON ST,FY2018, Sunday ,42,67
2920,COLUMBIA RD @ SEAVER ST,FY2018, Sunday ,9,12
2921,COLUMBIA RD @ BLUE HILL AVE,FY2018, Sunday ,18,65
2922,GLEN LN @ BLUE HILL AVE - FRA,FY2018, Sunday ,5,32
2923,OLD RD @ ELLINGTON ST,FY2018, Sunday ,71,25
2924,COLUMBIA RD @ SEAVER ST,FY2018, Sunday ,11,7
2925,COLUMBIA RD @ WASHINGTON ST,FY2018, Sunday ,80,41
2926,COLUMBIA RD @ GENEVA AVE,FY2018, Sunday ,23,15
2928,COLUMBIA RD @ DEVON ST,FY2018, Sunday ,22,11
2929,COLUMBIA RD @ INTERVALE ST,FY2018, Sunday ,24,14
2930,COLUMBIA RD @ HAMILTON ST,FY2018, Sunday ,13,11
2931,COLUMBIA RD @ QUINCY ST,FY2018, Sunday ,36,28
2932,COLUMBIA RD @ GLENDALE ST,FY2018, Sunday ,16,22
2933,COLUMBIA RD @ STOUGHTON ST,FY2018, Sunday ,91,36
2934,COLUMBIA RD @ ANNABEL ST,FY2018, Sunday ,24,13
2935,COLUMBIA RD @ MASSACHUSETTS A,FY2018, Sunday ,14,28
2936,MYSTIC AVE OPP KENSINGTON AVE,FY2018, Sunday ,8,3
2937,BOSTON ST @ MAYHEW ST,FY2018, Sunday ,4,7
2938,BOSTON ST @ DORSET ST,FY2018, Sunday ,2,4
2939,BOSTON ST @ HOWELL ST,FY2018, Sunday ,2,20
2940,BOSTON ST @ RAWSON ST,FY2018, Sunday ,1,4
2941,WATERTOWN ST @ PEACOCK FARM R,FY2018, Sunday , -   , -   
2942,WATERTOWN ST OPP PLEASANT ST,FY2018, Sunday , -   , -   
2943,48 PLEASANT ST,FY2018, Sunday , -   , -   
2944,PLEASANT ST OPP FERN ST,FY2018, Sunday , -   , -   
3019,HANCOCK ST OPP GLOVER AVE,FY2018, Sunday , -   , -   
3020,HANCOCK ST @ BILLINGS RD,FY2018, Sunday , -   , -   
3022,HANCOCK ST OPP ALBION RD,FY2018, Sunday , -   , -   
3023,HANCOCK ST @ LINDEN ST,FY2018, Sunday , -   , -   
3024,HANCOCK ST @ CHESTER ST,FY2018, Sunday , -   , -   
3025,HANCOCK ST @ WOODBINE ST,FY2018, Sunday , -   ,1
3026,HANCOCK ST @ BEALE ST,FY2018, Sunday , -   , -   
3027,HANCOCK ST @ WENTWORTH RD,FY2018, Sunday ,0,2
3028,757 HANCOCK ST,FY2018, Sunday ,1, -   
3029,HANCOCK ST @ CLAY ST,FY2018, Sunday , -   , -   
3031,HANCOCK ST @ SAINT ANNS RD,FY2018, Sunday ,4,3
3032,HANCOCK ST @ CARRUTH ST,FY2018, Sunday ,1, -   
3033,HANCOCK ST @ FURNACE BROOK PK,FY2018, Sunday , -   , -   
3034,HANCOCK ST OPP BUTLER RD,FY2018, Sunday , -   ,1
3035,HANCOCK ST OPP MERRYMOUNT RD,FY2018, Sunday , -   ,1
3036,HANCOCK ST OPP GREENLEAF ST,FY2018, Sunday , -   ,1
3038,1250 HANCOCK ST,FY2018, Sunday ,17,63
3041,HANCOCK ST @ GREENLEAF ST,FY2018, Sunday , -   , -   
3042,HANCOCK ST @ MERRYMOUNT RD,FY2018, Sunday , -   ,0
3043,HANCOCK ST @ BUTLER RD,FY2018, Sunday ,1,1
3045,HANCOCK ST OPP GILMORE ST,FY2018, Sunday ,3, -   
3046,HANCOCK ST OPP SAINT ANNS RD,FY2018, Sunday ,2,3
3047,HANCOCK ST OPP STANDISH AVE,FY2018, Sunday , -   , -   
3048,HANCOCK ST @ FENNO ST,FY2018, Sunday , -   ,0
3049,HANCOCK ST @ MERRYMOUNT AVE,FY2018, Sunday ,0,4
3050,HANCOCK ST @ BASS ST,FY2018, Sunday , -   , -   
3051,HANCOCK ST @ BEACH ST,FY2018, Sunday , -   , -   
3052,HANCOCK ST @ WILLET ST,FY2018, Sunday , -   , -   
3054,HANCOCK ST OPP LINDEN ST,FY2018, Sunday , -   , -   
3055,HANCOCK ST @ ALBION RD,FY2018, Sunday , -   , -   
3057,HANCOCK ST @ BILLINGS RD,FY2018, Sunday , -   , -   
3058,HANCOCK ST @ GLOVER AVE,FY2018, Sunday ,1,4
3060,HANCOCK ST @ N QUINCY HS,FY2018, Sunday , -   , -   
3061,HANCOCK ST @ HUNT ST,FY2018, Sunday , -   , -   
3062,HANCOCK ST @ KENDALL ST,FY2018, Sunday , -   , -   
3063,HANCOCK ST OPP MYRTLE ST,FY2018, Sunday , -   , -   
3065,GIBSON ST @ DORCHESTER AVE,FY2018, Sunday ,7,4
3066,GIBSON ST @ ADAMS ST,FY2018, Sunday ,3,7
3067,NEPONSET AVE @ ADAMS ST KING,FY2018, Sunday ,1,6
3068,NEPONSET AVE @ VICTORY RD,FY2018, Sunday ,1,2
3069,NEPONSET AVE @ KING ST,FY2018, Sunday ,1,2
3070,NEPONSET AVE @ S MONROE TER,FY2018, Sunday , -   ,7
3071,NEPONSET AVE @ ASHMONT ST,FY2018, Sunday ,3,6
3073,NEPONSET AVE @ TOLMAN ST,FY2018, Sunday ,2,6
3075,NEPONSET AVE @ MINOT ST,FY2018, Sunday ,1,15
3077,GALLIVAN BLVD @ OPP MARSH ST,FY2018, Sunday , -   ,1
3078,GALLIVAN BLVD @ ROSS RD,FY2018, Sunday ,5,5
3079,ADAMS ST @ MINOT ST,FY2018, Sunday ,4, -   
3080,ADAMS ST @ FRANCONIA ST,FY2018, Sunday ,1,3
3081,ADAMS ST @ OAKTON AVE.,FY2018, Sunday , -   ,1
3082,ADAMS ST @ ASHMONT ST,FY2018, Sunday ,5,2
3083,ADAMS ST OPP MSGR. LYDON WAY,FY2018, Sunday , -   ,1
3084,ADAMS ST OPP LONSDALE ST,FY2018, Sunday ,8,3
3085,ADAMS ST @ KING ST,FY2018, Sunday ,2,1
3086,ADAMS ST @ ELMDALE ST,FY2018, Sunday ,1,2
3087,NEPONSET AVE @ ADAMS ST,FY2018, Sunday , -   ,2
3088,GIBSON ST @ ADAMS ST,FY2018, Sunday ,2,5
3089,GIBSON ST @ DORCHESTER AVE,FY2018, Sunday ,4,5
3090,HIGHLAND AVE @ BROOK ST,FY2018, Sunday , -   , -   
3093,ADAMS ST @ ALLEYNE ST,FY2018, Sunday , -   , -   
3094,NEWPORT AVE @ FURNACE BROOK P,FY2018, Sunday , -   , -   
3096,NEWPORT AVE OPP WILLOW AVE,FY2018, Sunday , -   , -   
3106,HIGHLAND AVE @ ELMWOOD AVE,FY2018, Sunday , -   , -   
3107,HIGHLAND AVE @ N CENTRAL AVE,FY2018, Sunday , -   , -   
3108,HIGHLAND AVE @ HOBART AVE,FY2018, Sunday , -   , -   
3109,HIGHLAND AVE @ WILSON AVE,FY2018, Sunday , -   , -   
3110,WILSON AVE @ BELMONT ST,FY2018, Sunday , -   , -   
3111,WILSON AVE OPP MASCOMA ST,FY2018, Sunday , -   , -   
3113,WILSON AVE @ BOWDOIN AVE,FY2018, Sunday , -   , -   
3114,WILSON AVE @ HARVARD ST,FY2018, Sunday , -   , -   
3115,HARVARD ST @ HAMILTON AVE,FY2018, Sunday , -   , -   
